Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Intensity,Angle
5.909,0.001,0.0,0.0,0.035,-0.031,0.462,0.035,-0.031,0.462,0.588,4.71
5.926,0.001,0.0,0.0,0.036,-0.031,0.462,0.035,-0.031,0.462,0.588,4.71
5.942,0.001,0.0,0.0,0.036,-0.031,0.461,0.035,-0.031,0.461,0.587,4.71
5.96,0.001,0.0,0.0,0.036,-0.031,0.461,0.035,-0.031,0.461,0.587,4.71
5.976,0.001,0.0,0.0,0.036,-0.031,0.461,0.036,-0.032,0.461,0.587,4.71
5.992,0.001,0.0,0.0,0.036,-0.032,0.461,0.036,-0.032,0.461,0.587,4.71
6.013,0.001,0.0,-0.0,0.037,-0.032,0.461,0.036,-0.032,0.461,0.587,4.71
6.029,0.001,0.0,0.0,0.036,-0.031,0.461,0.036,-0.031,0.461,0.587,4.71
6.046,0.001,0.0,0.0,0.036,-0.031,0.461,0.036,-0.031,0.461,0.587,4.71
6.064,0.001,0.0,0.0,0.036,-0.031,0.461,0.036,-0.031,0.461,0.586,4.71
6.086,0.001,0.0,0.0,0.037,-0.032,0.46,0.036,-0.032,0.46,0.586,4.71
6.111,0.001,0.0,0.0,0.037,-0.033,0.46,0.036,-0.033,0.46,0.585,4.71
6.131,0.001,0.0,0.0,0.037,-0.032,0.459,0.036,-0.032,0.459,0.585,4.71
6.149,0.0,0.0,0.0,0.036,-0.032,0.459,0.036,-0.032,0.459,0.584,4.71
6.168,0.0,0.0,0.0,0.036,-0.032,0.458,0.035,-0.032,0.458,0.584,4.71
6.19,0.0,0.0,0.0,0.036,-0.031,0.458,0.035,-0.032,0.458,0.583,4.71
6.209,0.0,0.0,0.0,0.036,-0.032,0.458,0.035,-0.032,0.458,0.583,4.71
6.223,0.0,0.0,0.0,0.036,-0.032,0.457,0.036,-0.032,0.457,0.582,4.71
6.242,0.0,0.0,0.0,0.036,-0.032,0.457,0.036,-0.032,0.457,0.582,4.71
6.255,0.0,0.0,0.0,0.036,-0.031,0.457,0.036,-0.032,0.457,0.582,4.71
6.271,0.0,0.0,0.0,0.036,-0.031,0.457,0.036,-0.031,0.457,0.582,4.71
6.292,0.0,0.0,0.0,0.036,-0.031,0.457,0.036,-0.031,0.457,0.581,4.71
6.309,0.001,0.0,0.0,0.036,-0.031,0.456,0.036,-0.031,0.456,0.581,4.71
6.325,0.001,0.0,0.0,0.036,-0.031,0.456,0.036,-0.031,0.456,0.58,4.71
6.347,0.001,0.0,0.0,0.036,-0.032,0.456,0.036,-0.032,0.456,0.58,4.71
6.363,0.001,0.0,0.0,0.036,-0.032,0.455,0.036,-0.032,0.455,0.58,4.71
6.381,0.001,0.0,0.0,0.036,-0.032,0.455,0.036,-0.032,0.455,0.579,4.71
6.399,0.001,0.0,0.0,0.037,-0.032,0.455,0.036,-0.032,0.454,0.579,4.71
6.415,0.001,0.0,0.0,0.037,-0.032,0.454,0.037,-0.033,0.454,0.578,4.71
