Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Intensity,Angle Teacher,Angle Student,Ball-x,Ball-y,Target-x,Target-y,Score,
18.068,0.867,-0.067,0.342,0.036,-0.173,0.107,-0.831,-0.106,-0.235,0.449,5.5,2.36,280,260,463,187,2,
18.097,0.867,-0.064,0.345,0.039,-0.167,0.107,-0.828,-0.103,-0.237,0.453,5.5,2.36,279,260,463,187,2,
18.141,0.868,-0.059,0.35,0.045,-0.154,0.115,-0.823,-0.096,-0.235,0.449,5.5,2.36,278,261,463,187,2,
18.158,0.868,-0.051,0.356,0.047,-0.149,0.116,-0.821,-0.099,-0.24,0.458,5.5,2.36,277,262,463,187,2,
18.174,0.87,-0.047,0.358,0.047,-0.147,0.123,-0.823,-0.1,-0.235,0.449,5.5,2.36,276,263,463,187,2,
18.193,0.87,-0.046,0.36,0.048,-0.142,0.125,-0.822,-0.096,-0.235,0.448,5.5,2.36,275,263,463,187,2,
18.214,0.873,-0.044,0.362,0.049,-0.143,0.128,-0.824,-0.098,-0.233,0.446,5.5,2.36,274,264,463,187,2,
18.233,0.875,-0.041,0.365,0.048,-0.145,0.128,-0.827,-0.103,-0.237,0.453,5.5,2.36,273,265,463,187,2,
18.256,0.879,-0.039,0.365,0.049,-0.135,0.125,-0.831,-0.096,-0.24,0.459,5.5,2.36,273,266,463,187,2,
18.277,0.885,-0.037,0.367,0.05,-0.127,0.126,-0.834,-0.09,-0.241,0.46,5.5,2.36,272,267,463,187,2,
18.299,0.89,-0.037,0.367,0.052,-0.122,0.121,-0.838,-0.085,-0.246,0.47,5.5,2.36,271,267,463,187,2,
18.336,0.894,-0.035,0.37,0.05,-0.12,0.119,-0.843,-0.085,-0.25,0.478,5.5,2.36,270,268,463,187,2,
18.357,0.901,-0.03,0.376,0.053,-0.103,0.114,-0.848,-0.074,-0.261,0.499,5.5,2.36,270,269,463,187,2,
18.377,0.906,-0.026,0.38,0.056,-0.084,0.1,-0.85,-0.058,-0.28,0.535,4.71,1.57,269,270,463,187,2,
18.401,0.91,-0.022,0.385,0.058,-0.072,0.099,-0.851,-0.05,-0.286,0.545,4.71,1.57,269,270,463,187,2,
18.44,0.916,-0.018,0.391,0.061,-0.054,0.094,-0.855,-0.036,-0.296,0.566,4.71,1.57,268,271,463,187,2,
18.46,0.928,-0.01,0.402,0.064,-0.046,0.095,-0.864,-0.035,-0.307,0.586,4.71,1.57,268,271,463,187,2,
18.478,0.933,-0.007,0.407,0.065,-0.037,0.093,-0.868,-0.031,-0.314,0.6,4.71,1.57,268,272,463,187,2,
18.498,0.938,-0.004,0.412,0.071,-0.008,0.072,-0.868,-0.004,-0.34,0.649,4.71,1.57,268,272,463,187,2,
18.52,0.944,-0.002,0.416,0.072,0.003,0.071,-0.872,0.005,-0.345,0.659,4.71,1.57,268,273,463,187,2,
18.539,0.949,-0.002,0.419,0.071,0.01,0.07,-0.877,0.011,-0.349,0.667,4.71,1.57,268,273,463,187,2,
18.557,0.952,-0.001,0.423,0.073,0.016,0.066,-0.88,0.017,-0.357,0.682,4.71,1.57,268,274,463,187,2,
18.574,0.956,-0.001,0.425,0.069,0.015,0.061,-0.888,0.016,-0.365,0.696,4.71,1.57,268,274,463,187,2,
18.593,0.959,-0.001,0.425,0.068,0.022,0.055,-0.891,0.023,-0.37,0.706,4.71,1.57,268,274,463,187,2,
18.617,0.963,-0.005,0.424,0.069,0.03,0.051,-0.894,0.035,-0.373,0.713,4.71,1.57,268,275,463,187,2,
18.645,0.969,-0.008,0.424,0.068,0.041,0.051,-0.9,0.049,-0.372,0.711,4.71,1.57,268,275,463,187,2,
18.664,0.972,-0.011,0.422,0.065,0.041,0.055,-0.907,0.053,-0.367,0.701,4.71,1.57,269,275,463,187,2,
18.69,0.974,-0.014,0.42,0.066,0.05,0.052,-0.909,0.064,-0.368,0.703,4.71,1.57,269,276,463,187,2,
18.706,0.977,-0.014,0.421,0.066,0.059,0.05,-0.911,0.073,-0.371,0.708,3.93,0.79,269,276,463,187,2,
18.722,0.979,-0.014,0.423,0.065,0.064,0.049,-0.913,0.078,-0.374,0.714,3.93,0.79,270,276,463,187,2,
18.741,0.981,-0.012,0.426,0.064,0.068,0.046,-0.917,0.08,-0.38,0.725,3.93,0.79,270,277,463,187,2,
18.756,0.982,-0.01,0.428,0.066,0.084,0.045,-0.916,0.094,-0.383,0.731,3.93,0.79,271,277,463,187,2,
18.774,0.984,-0.008,0.431,0.064,0.089,0.045,-0.92,0.097,-0.385,0.736,3.93,0.79,271,277,463,187,2,
18.79,0.987,-0.006,0.434,0.058,0.083,0.052,-0.928,0.089,-0.382,0.73,3.93,0.79,272,278,463,187,2,
18.811,0.989,-0.004,0.437,0.056,0.089,0.048,-0.933,0.093,-0.389,0.742,3.93,0.79,272,278,463,187,2,
18.83,0.992,-0.002,0.44,0.052,0.093,0.048,-0.94,0.094,-0.393,0.75,3.93,0.79,273,278,463,187,2,
18.87,0.996,0.003,0.448,0.049,0.102,0.044,-0.947,0.099,-0.404,0.772,3.93,0.79,274,279,463,187,2,
18.89,0.999,0.004,0.451,0.046,0.11,0.042,-0.953,0.106,-0.409,0.78,3.93,0.79,274,279,463,187,2,
18.909,1.001,0.004,0.452,0.046,0.115,0.042,-0.955,0.111,-0.41,0.784,3.93,0.79,275,279,463,187,2,
18.926,1.003,0.003,0.454,0.043,0.108,0.025,-0.96,0.105,-0.429,0.82,3.93,0.79,276,279,463,187,2,
18.961,1.005,0.001,0.453,0.044,0.114,0.02,-0.96,0.114,-0.433,0.826,3.93,0.79,277,279,463,187,2,
18.979,1.007,-0.001,0.453,0.044,0.116,0.017,-0.964,0.117,-0.436,0.833,3.93,0.79,277,279,463,187,2,
19.003,1.008,-0.004,0.451,0.043,0.12,0.015,-0.966,0.124,-0.436,0.834,3.93,0.79,278,280,463,187,2,
19.024,1.01,-0.008,0.447,0.042,0.125,0.016,-0.967,0.133,-0.431,0.822,3.93,0.79,279,280,463,187,2,
19.039,1.011,-0.013,0.443,0.042,0.126,0.014,-0.969,0.139,-0.43,0.82,3.93,0.79,280,280,463,187,2,
19.057,1.012,-0.015,0.441,0.041,0.131,0.021,-0.972,0.145,-0.421,0.803,3.93,0.79,280,280,463,187,2,
19.075,1.014,-0.017,0.439,0.038,0.119,0.013,-0.977,0.136,-0.426,0.813,3.93,0.79,281,280,463,187,2,
19.102,1.018,-0.022,0.436,0.036,0.115,0.009,-0.982,0.137,-0.427,0.816,3.93,0.79,282,280,463,187,2,
19.119,1.022,-0.026,0.436,0.037,0.118,0.008,-0.985,0.144,-0.428,0.817,3.93,0.79,283,280,463,187,2,
19.138,1.027,-0.027,0.44,0.038,0.12,0.004,-0.99,0.147,-0.436,0.832,3.93,0.79,283,280,463,187,2,
19.154,1.031,-0.029,0.441,0.038,0.122,0.003,-0.992,0.151,-0.438,0.837,3.93,0.79,284,280,463,187,2,
19.174,1.035,-0.031,0.442,0.039,0.123,0.001,-0.996,0.155,-0.44,0.841,3.93,0.79,285,280,463,187,2,
19.192,1.038,-0.032,0.442,0.04,0.125,-0.001,-0.998,0.157,-0.443,0.847,3.93,0.79,286,280,463,187,2,
19.211,1.04,-0.034,0.44,0.041,0.125,-0.007,-1,0.159,-0.447,0.854,3.93,0.79,287,280,463,187,2,
19.232,1.042,-0.037,0.437,0.04,0.125,-0.009,-1.002,0.162,-0.446,0.852,3.93,0.79,287,280,463,187,2,
19.253,1.044,-0.044,0.429,0.037,0.125,-0.014,-1.006,0.169,-0.443,0.845,3.93,0.79,288,280,463,187,2,
19.273,1.045,-0.05,0.421,0.037,0.125,-0.019,-1.008,0.176,-0.44,0.841,3.93,0.79,289,280,463,187,2,
19.291,1.046,-0.058,0.413,0.037,0.133,-0.017,-1.009,0.191,-0.429,0.82,3.93,0.79,290,280,463,187,2,
19.334,1.047,-0.062,0.408,0.033,0.131,-0.017,-1.014,0.193,-0.425,0.812,3.93,0.79,291,280,463,187,2,
19.356,1.051,-0.063,0.406,0.031,0.127,-0.02,-1.02,0.19,-0.425,0.813,3.93,0.79,292,279,463,187,2,
19.378,1.053,-0.062,0.405,0.029,0.123,-0.024,-1.024,0.185,-0.43,0.821,3.93,0.79,292,279,463,187,2,
19.396,1.056,-0.062,0.406,0.027,0.119,-0.028,-1.029,0.182,-0.434,0.829,3.93,0.79,293,279,463,187,2,
19.414,1.059,-0.063,0.406,0.024,0.11,-0.034,-1.034,0.173,-0.44,0.841,3.93,0.79,294,279,463,187,2,
19.437,1.062,-0.065,0.407,0.022,0.105,-0.037,-1.04,0.171,-0.444,0.847,3.93,0.79,294,279,463,187,2,
19.457,1.066,-0.066,0.41,0.025,0.1,-0.044,-1.041,0.167,-0.454,0.867,3.93,0.79,295,278,463,187,2,
19.473,1.069,-0.069,0.411,0.024,0.097,-0.047,-1.045,0.165,-0.458,0.874,3.93,0.79,296,278,463,187,2,
19.49,1.072,-0.071,0.411,0.024,0.094,-0.061,-1.047,0.166,-0.472,0.901,3.93,0.79,296,278,463,187,2,
19.507,1.074,-0.072,0.414,0.023,0.09,-0.063,-1.052,0.162,-0.477,0.911,3.93,0.79,297,277,463,187,2,
19.526,1.077,-0.072,0.418,0.022,0.086,-0.066,-1.056,0.158,-0.484,0.924,3.93,0.79,297,277,463,187,2,
19.548,1.081,-0.072,0.423,0.022,0.083,-0.069,-1.06,0.155,-0.492,0.94,3.93,0.79,298,276,463,187,2,
19.57,1.083,-0.074,0.424,0.021,0.077,-0.071,-1.063,0.151,-0.495,0.946,3.93,0.79,298,276,463,187,2,
19.589,1.084,-0.074,0.425,0.019,0.073,-0.072,-1.065,0.147,-0.498,0.951,3.93,0.79,299,276,463,187,2,
19.606,1.084,-0.078,0.422,0.015,0.057,-0.07,-1.069,0.135,-0.492,0.941,3.93,0.79,299,275,463,187,2,
19.623,1.084,-0.079,0.422,0.011,0.042,-0.075,-1.074,0.121,-0.498,0.95,3.93,0.79,300,275,463,187,2,
19.642,1.083,-0.082,0.421,0.008,0.035,-0.076,-1.075,0.117,-0.497,0.949,3.93,0.79,300,274,463,187,2,
19.661,1.082,-0.086,0.418,0.005,0.028,-0.084,-1.077,0.113,-0.502,0.958,3.93,0.79,300,274,463,187,2,
19.681,1.081,-0.089,0.414,0.004,0.02,-0.085,-1.077,0.109,-0.499,0.953,3.93,0.79,300,273,463,187,2,
19.702,1.08,-0.092,0.409,0.001,0.012,-0.076,-1.079,0.104,-0.485,0.925,3.93,0.79,300,273,463,187,2,
19.723,1.08,-0.092,0.408,-0.001,0.005,-0.075,-1.081,0.097,-0.483,0.923,3.93,0.79,300,272,463,187,2,
19.74,1.08,-0.094,0.406,-0.002,-0.002,-0.069,-1.082,0.092,-0.475,0.907,3.93,0.79,300,272,463,187,2,
19.758,1.081,-0.095,0.405,0.001,0.006,-0.057,-1.081,0.101,-0.463,0.884,3.93,0.79,300,271,463,187,2,
19.776,1.082,-0.095,0.407,0.002,0.004,-0.05,-1.08,0.098,-0.456,0.871,3.93,0.79,300,271,463,187,2,
19.816,1.084,-0.094,0.409,0.006,0.003,-0.04,-1.078,0.097,-0.449,0.858,3.93,0.79,300,271,463,187,2,
19.834,1.083,-0.094,0.409,0.007,0.006,-0.031,-1.076,0.1,-0.44,0.84,3.93,0.79,300,270,463,187,2,
19.855,1.084,-0.092,0.412,0.008,0.006,-0.021,-1.077,0.099,-0.433,0.827,3.93,0.79,300,270,463,187,2,
19.913,1.084,-0.091,0.414,0.006,-0.014,-0.017,-1.078,0.076,-0.431,0.823,3.93,0.79,300,270,463,187,2,
19.936,1.089,-0.092,0.42,0.003,-0.029,-0.013,-1.086,0.063,-0.433,0.828,4.71,1.57,300,270,463,187,2,
19.961,1.091,-0.091,0.425,0.003,-0.029,-0.013,-1.088,0.061,-0.438,0.836,4.71,1.57,300,270,463,187,2,
20.002,1.094,-0.091,0.431,-0.002,-0.039,-0.008,-1.096,0.052,-0.439,0.839,4.71,1.57,300,270,463,187,2,
20.02,1.097,-0.092,0.438,-0.002,-0.036,-0.003,-1.099,0.056,-0.441,0.842,4.71,1.57,299,270,463,187,2,
20.04,1.099,-0.093,0.439,-0.004,-0.04,-0.001,-1.103,0.053,-0.44,0.84,4.71,1.57,299,270,463,187,2,
20.058,1.1,-0.095,0.439,-0.011,-0.061,-0.012,-1.111,0.035,-0.451,0.861,4.71,1.57,299,270,463,187,2,
20.083,1.1,-0.098,0.437,-0.014,-0.065,-0.007,-1.114,0.032,-0.444,0.848,4.71,1.57,298,270,463,187,2,
20.102,1.099,-0.102,0.434,-0.017,-0.077,-0.015,-1.116,0.024,-0.449,0.858,4.71,1.57,298,270,463,187,2,
20.119,1.1,-0.105,0.432,-0.019,-0.079,-0.011,-1.119,0.026,-0.443,0.846,4.71,1.57,297,270,463,187,2,
20.141,1.099,-0.106,0.43,-0.021,-0.085,-0.013,-1.12,0.021,-0.443,0.846,4.71,1.57,297,270,463,187,2,
20.157,1.099,-0.106,0.43,-0.017,-0.081,0,-1.117,0.025,-0.43,0.822,4.71,1.57,296,270,463,187,2,
20.176,1.099,-0.105,0.427,-0.019,-0.084,0.002,-1.118,0.021,-0.426,0.813,4.71,1.57,296,270,463,187,2,
20.196,1.099,-0.105,0.425,-0.023,-0.088,0.005,-1.122,0.017,-0.42,0.802,4.71,1.57,295,270,463,187,2,
20.215,1.101,-0.104,0.426,-0.023,-0.091,0.003,-1.124,0.013,-0.422,0.807,4.71,1.57,295,270,463,187,2,
20.234,1.102,-0.104,0.425,-0.024,-0.094,0.003,-1.126,0.01,-0.422,0.806,4.71,1.57,294,270,463,187,2,
20.257,1.103,-0.104,0.426,-0.028,-0.108,0.007,-1.13,-0.004,-0.418,0.799,4.71,1.57,293,270,463,187,2,
20.276,1.104,-0.104,0.427,-0.026,-0.106,0.008,-1.13,-0.002,-0.419,0.8,4.71,1.57,293,270,463,187,2,
20.294,1.106,-0.103,0.431,-0.026,-0.105,0.011,-1.132,-0.001,-0.42,0.801,4.71,1.57,292,270,463,187,2,
20.311,1.108,-0.101,0.435,-0.023,-0.1,0.017,-1.131,0,-0.417,0.797,4.71,1.57,291,270,463,187,2,
20.331,1.109,-0.101,0.434,-0.021,-0.099,0.02,-1.131,0.003,-0.414,0.79,4.71,1.57,291,270,463,187,2,
20.348,1.111,-0.104,0.431,-0.02,-0.097,0.022,-1.131,0.007,-0.409,0.781,4.71,1.57,290,270,463,187,2,
20.365,1.113,-0.102,0.434,-0.019,-0.096,0.025,-1.132,0.007,-0.408,0.78,4.71,1.57,289,270,463,187,2,
20.393,1.113,-0.1,0.436,-0.018,-0.095,0.029,-1.131,0.004,-0.408,0.779,4.71,1.57,289,271,463,187,2,
20.408,1.115,-0.097,0.439,-0.017,-0.101,0.029,-1.132,-0.004,-0.41,0.783,4.71,1.57,288,271,463,187,2,
20.429,1.116,-0.094,0.443,-0.02,-0.103,0.029,-1.136,-0.009,-0.414,0.791,4.71,1.57,288,271,463,187,2,
20.449,1.117,-0.091,0.446,-0.023,-0.106,0.027,-1.14,-0.015,-0.42,0.801,4.71,1.57,287,271,463,187,2,
20.469,1.118,-0.085,0.454,-0.028,-0.112,0.035,-1.146,-0.026,-0.419,0.8,4.71,1.57,286,271,463,187,2,
20.495,1.119,-0.081,0.459,-0.026,-0.113,0.031,-1.146,-0.033,-0.429,0.819,4.71,1.57,285,272,463,187,2,
20.517,1.123,-0.07,0.472,-0.032,-0.118,0.034,-1.155,-0.048,-0.437,0.835,4.71,1.57,285,272,463,187,2,
20.534,1.125,-0.064,0.479,-0.031,-0.12,0.033,-1.156,-0.056,-0.446,0.851,4.71,1.57,284,272,463,187,2,
20.559,1.127,-0.057,0.486,-0.029,-0.124,0.035,-1.156,-0.067,-0.451,0.862,5.5,2.36,283,272,463,187,2,
20.577,1.13,-0.051,0.493,-0.033,-0.126,0.043,-1.162,-0.075,-0.45,0.859,5.5,2.36,282,272,463,187,2,
20.599,1.133,-0.048,0.498,-0.033,-0.13,0.043,-1.166,-0.082,-0.455,0.869,5.5,2.36,281,273,463,187,2,
20.621,1.136,-0.046,0.504,-0.035,-0.133,0.042,-1.171,-0.088,-0.462,0.882,5.5,2.36,281,273,463,187,2,
20.641,1.138,-0.037,0.515,-0.034,-0.125,0.033,-1.172,-0.088,-0.482,0.92,5.5,2.36,280,273,463,187,2,
20.66,1.141,-0.035,0.52,-0.036,-0.127,0.034,-1.177,-0.093,-0.487,0.929,5.5,2.36,279,273,463,187,2,
20.68,1.142,-0.029,0.528,-0.038,-0.129,0.027,-1.18,-0.1,-0.501,0.956,5.5,2.36,278,274,463,187,2,
20.698,1.144,-0.021,0.539,-0.037,-0.132,0.021,-1.181,-0.112,-0.518,0.989,5.5,2.36,277,274,463,187,2,
20.715,1.146,-0.015,0.545,-0.03,-0.119,0.032,-1.176,-0.103,-0.513,0.98,5.5,2.36,277,274,463,187,2,
20.737,1.147,-0.009,0.555,-0.028,-0.126,0.027,-1.175,-0.117,-0.528,1,5.5,2.36,276,274,463,187,2,
20.763,1.15,-0.004,0.563,-0.022,-0.134,0.031,-1.172,-0.13,-0.531,1,5.5,2.36,275,274,463,187,2,
20.801,1.152,-0.001,0.569,-0.012,-0.135,0.033,-1.164,-0.134,-0.536,1,5.5,2.36,274,275,463,187,2,
20.821,1.155,0.007,0.582,-0.012,-0.14,0.028,-1.167,-0.147,-0.554,1,5.5,2.36,273,275,463,187,2,
20.84,1.156,0.01,0.587,-0.008,-0.134,0.029,-1.165,-0.145,-0.557,1,5.5,2.36,272,275,463,187,2,
20.878,1.157,0.013,0.59,-0.007,-0.135,0.023,-1.163,-0.148,-0.567,1,5.5,2.36,271,275,463,187,2,
20.895,1.158,0.017,0.593,-0.003,-0.131,0.024,-1.161,-0.148,-0.568,1,5.5,2.36,271,275,463,187,2,
20.915,1.158,0.018,0.594,-0.003,-0.132,0.021,-1.16,-0.15,-0.573,1,5.5,2.36,270,275,463,187,2,
20.937,1.157,0.017,0.591,-0.003,-0.126,0.021,-1.16,-0.143,-0.57,1,5.5,2.36,269,275,463,187,2,
20.959,1.158,0.016,0.589,0.001,-0.119,0.019,-1.156,-0.135,-0.57,1,5.5,2.36,268,276,463,187,2,
20.98,1.158,0.017,0.59,0,-0.116,0.02,-1.158,-0.133,-0.57,1,5.5,2.36,268,276,463,187,2,
21.002,1.159,0.017,0.59,-0.002,-0.112,0.022,-1.161,-0.129,-0.568,1,5.5,2.36,267,276,463,187,2,
21.025,1.16,0.015,0.587,0.008,-0.107,0.02,-1.152,-0.122,-0.567,1,5.5,2.36,266,276,463,187,2,
21.041,1.161,0.015,0.588,0.011,-0.105,0.018,-1.149,-0.12,-0.57,1,5.5,2.36,265,276,463,187,2,
21.057,1.162,0.018,0.591,0.015,-0.102,0.017,-1.146,-0.12,-0.574,1,5.5,2.36,265,276,463,187,2,
21.095,1.162,0.018,0.591,0.01,-0.098,0.019,-1.152,-0.116,-0.572,1,5.5,2.36,264,276,463,187,2,
21.119,1.165,0.02,0.593,0.016,-0.096,0.019,-1.149,-0.115,-0.573,1,5.5,2.36,264,276,463,187,2,
21.138,1.167,0.022,0.594,0.01,-0.09,0.022,-1.157,-0.112,-0.572,1,5.5,2.36,263,277,463,187,2,
21.152,1.168,0.025,0.598,0.012,-0.069,0.033,-1.156,-0.094,-0.565,1,5.5,2.36,263,277,463,187,2,
21.171,1.169,0.027,0.601,0.013,-0.061,0.04,-1.156,-0.088,-0.561,1,5.5,2.36,262,277,463,187,2,
21.188,1.17,0.031,0.606,0.015,-0.054,0.036,-1.155,-0.084,-0.57,1,5.5,2.36,262,277,463,187,2,
21.207,1.172,0.035,0.612,0.014,-0.049,0.034,-1.157,-0.084,-0.578,1,5.5,2.36,262,277,463,187,2,
21.228,1.173,0.042,0.622,0.014,-0.046,0.033,-1.159,-0.088,-0.589,1,5.5,2.36,261,278,463,187,2,
21.255,1.175,0.048,0.631,0.013,-0.043,0.023,-1.162,-0.091,-0.607,1,5.5,2.36,261,278,463,187,2,
21.279,1.179,0.059,0.646,0.017,-0.036,0.025,-1.162,-0.095,-0.621,1,5.5,2.36,261,278,463,187,2,
21.299,1.181,0.067,0.658,0.016,-0.037,0.048,-1.165,-0.104,-0.61,1,5.5,2.36,260,278,463,187,2,
21.322,1.183,0.071,0.665,0.019,-0.032,0.05,-1.164,-0.103,-0.614,1,5.5,2.36,260,279,463,187,2,
21.346,1.186,0.069,0.667,0.02,-0.026,0.052,-1.166,-0.095,-0.615,1,5.5,2.36,260,279,463,187,2,
21.367,1.188,0.072,0.673,0.02,-0.03,0.049,-1.168,-0.102,-0.624,1,5.5,2.36,260,279,463,187,2,
21.39,1.191,0.079,0.687,0.021,-0.03,0.052,-1.17,-0.11,-0.635,1,5.5,2.36,260,280,463,187,2,
21.415,1.194,0.087,0.7,0.025,-0.021,0.054,-1.169,-0.108,-0.646,1,5.5,2.36,260,280,463,187,2,
21.433,1.197,0.092,0.711,0.029,-0.014,0.05,-1.168,-0.106,-0.66,1,5.5,2.36,260,280,463,187,2,
21.454,1.2,0.097,0.72,0.03,-0.015,0.051,-1.17,-0.112,-0.669,1,5.5,2.36,259,281,463,187,2,
21.481,1.202,0.1,0.726,0.027,-0.021,0.061,-1.175,-0.121,-0.665,1,5.5,2.36,259,281,463,187,2,
21.5,1.204,0.107,0.739,0.03,-0.01,0.065,-1.174,-0.117,-0.674,1,5.5,2.36,259,281,463,187,2,
21.517,1.205,0.108,0.74,0.031,-0.003,0.068,-1.174,-0.11,-0.671,1,5.5,2.36,259,282,463,187,2,
21.533,1.205,0.104,0.735,0.032,0.003,0.07,-1.173,-0.101,-0.666,1,5.5,2.36,259,282,463,187,2,
21.559,1.206,0.106,0.739,0.033,0.009,0.071,-1.173,-0.096,-0.668,1,5.5,2.36,259,283,463,187,2,
21.577,1.207,0.108,0.745,0.035,0.013,0.079,-1.172,-0.095,-0.665,1,5.5,2.36,259,283,463,187,2,
21.594,1.207,0.113,0.751,0.036,0.02,0.08,-1.171,-0.094,-0.671,1,5.5,2.36,259,284,463,187,2,
21.614,1.207,0.112,0.75,0.04,0.026,0.081,-1.167,-0.086,-0.669,1,5.5,2.36,260,284,463,187,2,
21.638,1.206,0.113,0.75,0.042,0.031,0.082,-1.165,-0.082,-0.667,1,5.5,2.36,260,285,463,187,2,
21.698,1.206,0.113,0.75,0.053,0.048,0.082,-1.153,-0.065,-0.668,1,4.71,1.57,260,285,463,187,2,
21.715,1.206,0.109,0.745,0.053,0.05,0.081,-1.153,-0.059,-0.665,1,4.71,1.57,260,286,463,187,2,
21.745,1.206,0.108,0.743,0.057,0.053,0.081,-1.149,-0.055,-0.662,1,4.71,1.57,261,286,463,187,2,
21.765,1.207,0.109,0.744,0.06,0.057,0.083,-1.147,-0.052,-0.661,1,4.71,1.57,261,287,463,187,2,
21.78,1.207,0.109,0.745,0.058,0.059,0.082,-1.149,-0.05,-0.663,1,4.71,1.57,262,287,463,187,2,
21.798,1.207,0.108,0.744,0.056,0.057,0.091,-1.151,-0.051,-0.653,1,4.71,1.57,262,288,463,187,2,
21.86,1.208,0.108,0.745,0.055,0.05,0.092,-1.153,-0.058,-0.653,1,4.71,1.57,262,289,463,187,2,
21.915,1.211,0.098,0.735,0.057,0.044,0.088,-1.155,-0.053,-0.647,1,4.71,1.57,263,289,463,187,2,
21.946,1.214,0.09,0.727,0.062,0.057,0.077,-1.152,-0.033,-0.65,1,4.71,1.57,263,290,463,187,2,
21.987,1.217,0.093,0.734,0.063,0.056,0.072,-1.154,-0.038,-0.662,1,4.71,1.57,263,290,463,187,2,
22.007,1.218,0.094,0.736,0.069,0.07,0.041,-1.149,-0.024,-0.694,1,4.71,1.57,264,290,463,187,2,
22.028,1.22,0.091,0.736,0.066,0.073,0.042,-1.155,-0.018,-0.694,1,4.71,1.57,264,291,463,187,2,
22.05,1.221,0.088,0.735,0.074,0.077,0.048,-1.148,-0.011,-0.687,1,4.71,1.57,265,291,463,187,2,
22.071,1.223,0.089,0.737,0.078,0.079,0.053,-1.145,-0.009,-0.685,1,4.71,1.57,265,291,463,187,2,
22.092,1.224,0.089,0.739,0.073,0.082,0.053,-1.151,-0.006,-0.686,1,4.71,1.57,266,292,463,187,2,
22.114,1.226,0.084,0.736,0.073,0.084,0.059,-1.152,-0.001,-0.677,1,4.71,1.57,266,292,463,187,2,
22.134,1.226,0.072,0.723,0.077,0.087,0.059,-1.149,0.015,-0.664,1,4.71,1.57,267,292,463,187,2,
22.151,1.227,0.064,0.716,0.078,0.088,0.064,-1.149,0.024,-0.652,1,4.71,1.57,267,293,463,187,2,
22.192,1.228,0.058,0.71,0.08,0.091,0.067,-1.148,0.033,-0.643,1,4.71,1.57,268,293,463,187,2,
22.253,1.231,0.057,0.716,0.084,0.084,0.06,-1.148,0.027,-0.657,1,4.71,1.57,268,294,463,187,2,
22.27,1.232,0.061,0.722,0.083,0.083,0.063,-1.15,0.022,-0.659,1,4.71,1.57,269,294,463,187,2,
22.311,1.233,0.059,0.722,0.08,0.074,0.063,-1.153,0.015,-0.658,1,4.71,1.57,269,294,463,187,2,
22.328,1.235,0.061,0.726,0.075,0.074,0.072,-1.16,0.013,-0.654,1,4.71,1.57,270,295,463,187,2,
22.347,1.235,0.063,0.728,0.072,0.063,0.069,-1.163,0.001,-0.659,1,4.71,1.57,270,295,463,187,2,
22.372,1.236,0.063,0.728,0.07,0.073,0.082,-1.166,0.011,-0.646,1,4.71,1.57,271,296,463,187,2,
22.392,1.235,0.062,0.727,0.067,0.067,0.085,-1.169,0.004,-0.642,1,4.71,1.57,271,296,463,187,2,
22.412,1.236,0.062,0.726,0.065,0.067,0.089,-1.171,0.005,-0.638,1,4.71,1.57,272,297,463,187,2,
22.431,1.236,0.056,0.721,0.062,0.062,0.088,-1.174,0.006,-0.633,1,4.71,1.57,272,297,463,187,2,
22.449,1.235,0.056,0.72,0.06,0.062,0.093,-1.175,0.006,-0.627,1,4.71,1.57,272,298,463,187,2,
22.471,1.235,0.054,0.717,0.059,0.057,0.092,-1.177,0.003,-0.625,1,4.71,1.57,273,299,463,187,2,
22.494,1.235,0.052,0.714,0.057,0.057,0.097,-1.178,0.006,-0.617,1,4.71,1.57,273,299,463,187,2,
22.533,1.236,0.049,0.712,0.061,0.05,0.11,-1.175,0.001,-0.601,1,4.71,1.57,273,300,463,187,2,
22.552,1.236,0.043,0.706,0.058,0.048,0.119,-1.178,0.006,-0.587,1,4.71,1.57,274,301,463,187,2,
22.569,1.235,0.035,0.697,0.067,0.049,0.123,-1.168,0.013,-0.574,1,4.71,1.57,274,301,463,187,2,
22.589,1.233,0.029,0.687,0.065,0.048,0.132,-1.168,0.019,-0.555,1,4.71,1.57,274,302,463,187,2,
22.61,1.232,0.023,0.678,0.067,0.048,0.134,-1.165,0.025,-0.545,1,4.71,1.57,275,303,463,187,2,
22.625,1.23,0.015,0.668,0.067,0.048,0.144,-1.163,0.033,-0.524,1,4.71,1.57,275,304,463,187,2,
22.641,1.229,0.007,0.658,0.069,0.048,0.144,-1.159,0.041,-0.514,0.981,4.71,1.57,275,305,463,187,2,
22.655,1.227,0.001,0.65,0.069,0.047,0.152,-1.158,0.046,-0.498,0.951,4.71,1.57,276,306,463,187,2,
22.674,1.225,-0.005,0.642,0.069,0.045,0.155,-1.156,0.049,-0.487,0.93,4.71,1.57,276,307,463,187,2,
22.733,1.222,-0.014,0.628,0.074,0.042,0.167,-1.148,0.055,-0.461,0.881,4.71,1.57,276,308,463,187,2,
22.755,1.214,-0.037,0.593,0.077,0.042,0.174,-1.137,0.079,-0.419,0.8,3.93,0.79,276,309,463,187,2,
22.774,1.211,-0.047,0.58,0.078,0.042,0.183,-1.133,0.089,-0.397,0.758,3.93,0.79,277,310,463,187,2,
