Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Intensity,Angle Teacher,Angle Student,Ball-x,Ball-y,Target-x,Target-y,Score,
63.432,0.142,0.01,-0.176,0,-0.19,0.073,-0.142,-0.201,0.249,0.476,7.07,3.93,503,398,130,325,4,
63.451,0.142,0.017,-0.173,-0.009,-0.179,0.062,-0.151,-0.195,0.235,0.448,7.07,3.93,502,398,130,325,4,
63.473,0.141,0.021,-0.169,-0.014,-0.156,0.051,-0.155,-0.177,0.22,0.42,7.07,3.93,501,399,130,325,4,
63.499,0.136,0.03,-0.165,-0.022,-0.109,0.03,-0.157,-0.139,0.195,0.373,7.07,3.93,500,399,130,325,4,
63.515,0.132,0.023,-0.161,-0.027,-0.095,0.02,-0.16,-0.118,0.181,0.347,7.07,3.93,499,399,130,325,4,
63.534,0.13,0.028,-0.159,-0.029,-0.065,0.007,-0.158,-0.094,0.166,0.317,7.07,3.93,499,399,130,325,4,
63.553,0.125,0.035,-0.155,-0.031,-0.043,-0.006,-0.156,-0.078,0.148,0.283,7.07,3.93,499,399,130,325,4,
63.571,0.12,0.036,-0.153,-0.029,-0.018,-0.023,-0.149,-0.054,0.131,0.249,7.85,4.71,499,399,130,325,4,
63.586,0.116,0.033,-0.157,-0.027,-0.005,-0.032,-0.143,-0.039,0.125,0.238,7.85,4.71,499,399,130,325,4,
63.603,0.111,0.038,-0.153,-0.023,0.01,-0.045,-0.134,-0.028,0.109,0.207,7.85,4.71,499,398,130,325,4,
63.624,0.105,0.042,-0.152,-0.019,0.023,-0.056,-0.124,-0.019,0.096,0.183,7.85,4.71,499,398,130,325,4,
63.649,0.099,0.035,-0.152,-0.013,0.036,-0.068,-0.112,0.001,0.084,0.16,7.85,4.71,499,398,130,325,4,
63.668,0.089,0.039,-0.15,-0.006,0.045,-0.078,-0.095,0.006,0.072,0.138,7.85,4.71,499,397,130,325,4,
63.685,0.072,0.035,-0.149,-0.001,0.052,-0.086,-0.073,0.016,0.063,0,0,0,500,396,130,325,4,
63.702,0.06,0.037,-0.148,0.001,0.052,-0.089,-0.059,0.015,0.059,0,0,0,500,396,130,325,4,
63.72,0.046,0.036,-0.148,0.003,0.057,-0.092,-0.043,0.02,0.056,0,0,0,500,395,130,325,4,
63.739,0.038,0.038,-0.15,0.003,0.058,-0.093,-0.035,0.02,0.057,0,0,0,501,395,130,325,4,
63.775,0.032,0.044,-0.15,0.002,0.073,-0.096,-0.03,0.029,0.054,0,0,0,501,394,130,325,4,
63.791,0.02,0.052,-0.151,0.002,0.08,-0.096,-0.018,0.028,0.055,0,0,0,502,393,130,325,4,
63.813,0.007,0.052,-0.156,0.004,0.098,-0.092,-0.003,0.045,0.064,0,0,0,502,393,130,325,4,
63.848,-0.006,0.052,-0.161,0.006,0.115,-0.09,0.012,0.063,0.071,0.135,7.85,4.71,503,392,130,325,4,
63.887,-0.041,0.054,-0.171,0.009,0.148,-0.089,0.051,0.094,0.082,0.179,8.64,5.5,504,392,130,325,4,
63.909,-0.051,0.055,-0.174,0.01,0.155,-0.088,0.061,0.099,0.086,0.189,8.64,5.5,505,391,130,325,4,
63.929,-0.062,0.052,-0.18,0.011,0.163,-0.087,0.073,0.111,0.093,0.213,8.64,5.5,506,391,130,325,4,
63.95,-0.069,0.049,-0.184,0.012,0.169,-0.088,0.081,0.12,0.096,0.229,8.64,5.5,507,390,130,325,4,
63.97,-0.078,0.048,-0.187,0.014,0.181,-0.087,0.092,0.133,0.1,0.254,8.64,5.5,508,390,130,325,4,
63.989,-0.086,0.046,-0.192,0.015,0.186,-0.087,0.102,0.14,0.105,0.268,8.64,5.5,509,389,130,325,4,
64.006,-0.091,0.041,-0.195,0.016,0.189,-0.086,0.106,0.148,0.109,0.283,8.64,5.5,511,388,130,325,4,
64.025,-0.093,0.037,-0.196,0.018,0.199,-0.086,0.111,0.161,0.11,0.308,8.64,5.5,512,388,130,325,4,
64.044,-0.096,0.032,-0.197,0.02,0.207,-0.088,0.116,0.176,0.109,0.335,8.64,5.5,513,387,130,325,4,
64.06,-0.096,0.025,-0.198,0.022,0.21,-0.089,0.118,0.185,0.109,0.353,8.64,5.5,514,387,130,325,4,
64.084,-0.098,0.018,-0.198,0.023,0.216,-0.087,0.121,0.198,0.111,0.378,8.64,5.5,516,386,130,325,4,
64.124,-0.096,0.001,-0.199,0.026,0.224,-0.087,0.122,0.223,0.112,0.426,8.64,5.5,517,386,130,325,4,
64.143,-0.094,-0.005,-0.199,0.027,0.229,-0.087,0.122,0.235,0.112,0.448,8.64,5.5,519,385,130,325,4,
64.165,-0.092,-0.012,-0.199,0.029,0.235,-0.087,0.121,0.246,0.112,0.471,8.64,5.5,520,385,130,325,4,
64.189,-0.089,-0.021,-0.198,0.031,0.238,-0.087,0.12,0.258,0.111,0.494,8.64,5.5,522,384,130,325,4,
64.208,-0.087,-0.03,-0.197,0.032,0.238,-0.089,0.119,0.268,0.108,0.512,8.64,5.5,523,383,130,325,4,
64.226,-0.087,-0.036,-0.202,0.034,0.237,-0.092,0.121,0.273,0.11,0.521,8.64,5.5,525,383,130,325,4,
64.254,-0.087,-0.041,-0.205,0.036,0.233,-0.094,0.123,0.274,0.111,0.523,8.64,5.5,526,382,130,325,4,
64.279,-0.078,-0.05,-0.185,0.035,0.23,-0.092,0.114,0.28,0.093,0.534,8.64,5.5,528,382,130,325,4,
64.296,-0.072,-0.055,-0.166,0.037,0.23,-0.092,0.109,0.285,0.075,0.544,8.64,5.5,529,381,130,325,4,
64.315,-0.072,-0.059,-0.169,0.037,0.226,-0.091,0.109,0.285,0.077,0.544,8.64,5.5,531,380,130,325,4,
64.333,-0.066,-0.062,-0.152,0.036,0.221,-0.088,0.102,0.283,0.064,0.541,9.42,6.28,532,380,130,325,4,
64.371,-0.061,-0.068,-0.148,0.037,0.22,-0.087,0.098,0.288,0.061,0.55,9.42,6.28,533,379,130,325,4,
64.39,-0.049,-0.077,-0.14,0.038,0.216,-0.089,0.087,0.293,0.051,0.559,9.42,6.28,535,379,130,325,4,
64.409,-0.042,-0.08,-0.127,0.037,0.208,-0.089,0.079,0.288,0.038,0.55,9.42,6.28,536,378,130,325,4,
64.424,-0.038,-0.085,-0.133,0.037,0.206,-0.088,0.075,0.291,0.046,0.556,9.42,6.28,537,378,130,325,4,
64.445,-0.03,-0.087,-0.122,0.039,0.205,-0.09,0.069,0.292,0.032,0.558,9.42,6.28,539,377,130,325,4,
64.462,-0.02,-0.091,-0.104,0.04,0.202,-0.091,0.06,0.293,0.013,0.559,9.42,6.28,540,377,130,325,4,
64.478,-0.011,-0.098,-0.108,0.042,0.198,-0.093,0.053,0.296,0.015,0.566,9.42,6.28,541,376,130,325,4,
64.495,-0.006,-0.106,-0.114,0.045,0.194,-0.094,0.051,0.299,0.019,0.571,9.42,6.28,542,375,130,325,4,
64.513,0,-0.109,-0.11,0.05,0.187,-0.097,0.05,0.296,0.013,0.566,9.42,6.28,544,375,130,325,4,
64.529,0.002,-0.107,-0.111,0.055,0.184,-0.097,0.053,0.291,0.014,0.556,9.42,6.28,545,374,130,325,4,
64.548,0.006,-0.113,-0.108,0.06,0.192,-0.092,0.054,0.304,0.017,0.581,9.42,6.28,546,374,130,325,4,
64.568,0.012,-0.119,-0.111,0.063,0.182,-0.095,0.051,0.301,0.016,0.575,9.42,6.28,547,373,130,325,4,
64.606,0.02,-0.126,-0.107,0.073,0.139,-0.111,0.053,0.265,-0.004,0.506,9.42,6.28,548,372,130,325,4,
64.623,0.036,-0.139,-0.111,0.078,0.124,-0.116,0.042,0.263,-0.005,0.503,9.42,6.28,549,371,130,325,4,
64.661,0.042,-0.141,-0.107,0.088,0.078,-0.132,0.045,0.219,-0.025,0.419,9.42,6.28,549,371,130,325,4,
64.68,0.06,-0.156,-0.112,0.09,0.063,-0.136,0.03,0.218,-0.025,0.417,9.42,6.28,550,370,130,325,4,
64.718,0.066,-0.164,-0.108,0.09,0.02,-0.147,0.025,0.185,-0.039,0.353,9.42,6.28,550,369,130,325,4,
64.736,0.078,-0.175,-0.108,0.088,0.002,-0.151,0.01,0.177,-0.042,0.338,9.42,6.28,550,368,130,325,4,
64.757,0.081,-0.181,-0.112,0.081,-0.029,-0.157,0,0.153,-0.046,0.292,9.42,6.28,550,367,130,325,4,
64.775,0.085,-0.191,-0.107,0.073,-0.038,-0.144,-0.012,0.153,-0.037,0.292,9.42,6.28,550,366,130,325,4,
64.789,0.091,-0.198,-0.102,0.067,-0.053,-0.148,-0.023,0.145,-0.046,0.277,9.42,6.28,549,365,130,325,4,
64.83,0.094,-0.204,-0.097,0.051,-0.077,-0.137,-0.043,0.127,-0.039,0.242,9.42,6.28,549,364,130,325,4,
64.847,0.102,-0.221,-0.094,0.047,-0.077,-0.127,-0.055,0.144,-0.034,0.275,9.42,6.28,548,363,130,325,4,
64.866,0.103,-0.225,-0.091,0.044,-0.063,-0.112,-0.06,0.162,-0.021,0.309,9.42,6.28,548,363,130,325,4,
64.883,0.117,-0.229,-0.073,0.039,-0.063,-0.107,-0.078,0.166,-0.035,0.316,9.42,6.28,547,362,130,325,4,
64.901,0.119,-0.234,-0.073,0.035,-0.053,-0.098,-0.084,0.181,-0.025,0.346,9.42,6.28,547,361,130,325,4,
64.919,0.121,-0.239,-0.076,0.03,-0.058,-0.103,-0.09,0.181,-0.027,0.346,9.42,6.28,547,361,130,325,4,
64.936,0.122,-0.233,-0.073,0.027,-0.052,-0.099,-0.095,0.181,-0.027,0.347,9.42,6.28,546,360,130,325,4,
64.955,0.125,-0.236,-0.085,0.025,-0.037,-0.094,-0.099,0.2,-0.009,0.381,9.42,6.28,546,359,130,325,4,
64.979,0.127,-0.234,-0.092,0.019,-0.042,-0.1,-0.108,0.193,-0.008,0.368,9.42,6.28,546,359,130,325,4,
64.999,0.133,-0.236,-0.104,0.015,-0.042,-0.1,-0.118,0.194,0.004,0.37,9.42,6.28,546,358,130,325,4,
65.021,0.137,-0.231,-0.106,0.011,-0.051,-0.109,-0.127,0.181,-0.003,0.345,9.42,6.28,545,357,130,325,4,
65.037,0.142,-0.231,-0.107,0.01,-0.047,-0.11,-0.132,0.184,-0.002,0.351,9.42,6.28,545,357,130,325,4,
65.054,0.146,-0.228,-0.109,0.008,-0.051,-0.112,-0.139,0.176,-0.003,0.337,9.42,6.28,545,356,130,325,4,
65.072,0.151,-0.223,-0.11,0.008,-0.048,-0.115,-0.143,0.175,-0.005,0.333,9.42,6.28,544,355,130,325,4,
65.09,0.157,-0.221,-0.107,0.006,-0.053,-0.116,-0.151,0.168,-0.009,0.322,9.42,6.28,544,355,130,325,4,
65.109,0.162,-0.214,-0.106,0.005,-0.057,-0.119,-0.157,0.156,-0.013,0.299,9.42,6.28,544,354,130,325,4,
65.126,0.167,-0.211,-0.105,0.007,-0.051,-0.117,-0.16,0.16,-0.012,0.305,9.42,6.28,543,353,130,325,4,
65.146,0.168,-0.207,-0.106,0.007,-0.054,-0.119,-0.161,0.153,-0.012,0.292,9.42,6.28,543,352,130,325,4,
65.166,0.173,-0.204,-0.107,0.009,-0.051,-0.117,-0.164,0.153,-0.01,0.292,9.42,6.28,543,352,130,325,4,
65.19,0.175,-0.201,-0.107,0.009,-0.054,-0.117,-0.166,0.147,-0.01,0.28,9.42,6.28,542,351,130,325,4,
65.207,0.178,-0.197,-0.108,0.009,-0.056,-0.116,-0.168,0.141,-0.008,0.269,9.42,6.28,542,350,130,325,4,
65.228,0.179,-0.194,-0.109,0.009,-0.06,-0.117,-0.169,0.133,-0.008,0.255,9.42,6.28,542,349,130,325,4,
65.246,0.177,-0.192,-0.109,0.009,-0.067,-0.114,-0.168,0.125,-0.005,0.238,9.42,6.28,541,349,130,325,4,
65.267,0.176,-0.188,-0.108,0.01,-0.068,-0.115,-0.166,0.12,-0.007,0.229,9.42,6.28,541,348,130,325,4,
65.285,0.18,-0.185,-0.101,0.012,-0.065,-0.108,-0.168,0.119,-0.007,0.228,9.42,6.28,540,347,130,325,4,
65.303,0.184,-0.184,-0.096,0.013,-0.066,-0.106,-0.172,0.117,-0.01,0.224,9.42,6.28,540,347,130,325,4,
65.338,0.184,-0.185,-0.103,0.014,-0.065,-0.106,-0.169,0.12,-0.003,0.228,9.42,6.28,539,346,130,325,4,
65.353,0.185,-0.179,-0.102,0.012,-0.075,-0.111,-0.173,0.104,-0.009,0.198,9.42,6.28,539,345,130,325,4,
65.372,0.187,-0.175,-0.102,0.013,-0.074,-0.113,-0.174,0.101,-0.011,0.193,9.42,6.28,539,344,130,325,4,
65.391,0.191,-0.173,-0.1,0.016,-0.066,-0.111,-0.175,0.107,-0.012,0.204,9.42,6.28,538,344,130,325,4,
65.415,0.191,-0.17,-0.105,0.017,-0.061,-0.116,-0.174,0.11,-0.011,0.21,9.42,6.28,538,343,130,325,4,
65.433,0.191,-0.167,-0.111,0.018,-0.056,-0.117,-0.173,0.111,-0.006,0.212,9.42,6.28,537,342,130,325,4,
65.452,0.197,-0.171,-0.111,0.017,-0.059,-0.118,-0.18,0.112,-0.006,0.214,9.42,6.28,537,341,130,325,4,
65.492,0.195,-0.167,-0.118,0.015,-0.06,-0.123,-0.18,0.107,-0.004,0.204,9.42,6.28,537,341,130,325,4,
65.507,0.197,-0.167,-0.121,0.015,-0.06,-0.119,-0.182,0.108,0.002,0.206,9.42,6.28,536,340,130,325,4,
65.522,0.199,-0.168,-0.119,0.013,-0.067,-0.122,-0.186,0.101,-0.003,0.193,9.42,6.28,536,339,130,325,4,
65.565,0.205,-0.173,-0.119,0.013,-0.067,-0.122,-0.192,0.106,-0.002,0.203,9.42,6.28,535,338,130,325,4,
65.586,0.216,-0.181,-0.117,0.013,-0.071,-0.126,-0.202,0.11,-0.009,0.21,9.42,6.28,535,338,130,325,4,
65.6,0.218,-0.181,-0.115,0.014,-0.071,-0.124,-0.204,0.11,-0.008,0.21,9.42,6.28,534,337,130,325,4,
65.618,0.221,-0.183,-0.113,0.016,-0.071,-0.121,-0.205,0.112,-0.008,0.213,9.42,6.28,534,336,130,325,4,
65.633,0.221,-0.181,-0.112,0.017,-0.071,-0.119,-0.204,0.11,-0.007,0.21,9.42,6.28,534,335,130,325,4,
65.656,0.222,-0.182,-0.112,0.021,-0.066,-0.119,-0.201,0.116,-0.007,0.221,9.42,6.28,533,335,130,325,4,
65.677,0.221,-0.181,-0.112,0.024,-0.068,-0.115,-0.197,0.113,-0.003,0.215,9.42,6.28,533,334,130,325,4,
65.697,0.223,-0.182,-0.113,0.029,-0.073,-0.109,-0.193,0.11,0.004,0.21,9.42,6.28,532,333,130,325,4,
65.721,0.223,-0.182,-0.112,0.036,-0.078,-0.101,-0.187,0.104,0.011,0.198,9.42,6.28,532,332,130,325,4,
65.737,0.224,-0.181,-0.111,0.041,-0.082,-0.096,-0.182,0.099,0.015,0.189,9.42,6.28,531,332,130,325,4,
65.755,0.224,-0.181,-0.111,0.043,-0.101,-0.089,-0.182,0.081,0.022,0.154,9.42,6.28,531,331,130,325,4,
65.789,0.222,-0.179,-0.11,0.053,-0.123,-0.07,-0.17,0.056,0.041,0,0,0,324,325,187,187,5,
65.806,0.226,-0.181,-0.108,0.052,-0.146,-0.053,-0.174,0.034,0.055,0,0,0,323,324,187,187,5,
65.824,0.231,-0.183,-0.104,0.051,-0.171,-0.034,-0.179,0.012,0.07,0.133,7.85,4.71,322,324,187,187,5,
65.842,0.23,-0.184,-0.107,0.051,-0.189,-0.024,-0.179,-0.004,0.083,0.158,7.85,4.71,321,324,187,187,5,
65.865,0.231,-0.18,-0.102,0.049,-0.22,-0.01,-0.182,-0.04,0.092,0.176,7.85,4.71,320,324,187,187,5,
65.885,0.231,-0.179,-0.105,0.051,-0.246,0.008,-0.18,-0.066,0.113,0.216,7.07,3.93,318,324,187,187,5,
65.905,0.228,-0.177,-0.111,0.052,-0.257,0.019,-0.176,-0.08,0.13,0.249,7.07,3.93,316,324,187,187,5,
65.925,0.225,-0.174,-0.118,0.053,-0.265,0.027,-0.172,-0.091,0.145,0.276,7.07,3.93,315,324,187,187,5,
65.942,0.223,-0.173,-0.121,0.052,-0.271,0.033,-0.171,-0.098,0.153,0.293,7.07,3.93,313,324,187,187,5,
65.967,0.224,-0.172,-0.117,0.051,-0.279,0.038,-0.173,-0.107,0.156,0.298,7.07,3.93,311,325,187,187,5,
65.986,0.226,-0.172,-0.117,0.048,-0.283,0.045,-0.178,-0.111,0.162,0.309,7.07,3.93,309,325,187,187,5,
66.009,0.227,-0.17,-0.115,0.047,-0.28,0.05,-0.18,-0.11,0.165,0.315,7.07,3.93,308,325,187,187,5,
66.048,0.229,-0.17,-0.113,0.043,-0.281,0.056,-0.186,-0.111,0.169,0.323,7.07,3.93,306,326,187,187,5,
66.074,0.231,-0.171,-0.113,0.041,-0.277,0.057,-0.19,-0.106,0.169,0.324,7.07,3.93,304,326,187,187,5,
66.092,0.235,-0.171,-0.109,0.036,-0.282,0.058,-0.198,-0.111,0.167,0.318,7.07,3.93,302,326,187,187,5,
66.111,0.237,-0.172,-0.109,0.034,-0.284,0.056,-0.203,-0.112,0.165,0.314,7.07,3.93,300,327,187,187,5,
66.128,0.24,-0.173,-0.106,0.031,-0.287,0.055,-0.209,-0.114,0.161,0.307,7.07,3.93,299,327,187,187,5,
66.164,0.244,-0.173,-0.104,0.03,-0.281,0.057,-0.214,-0.107,0.162,0.309,7.07,3.93,297,327,187,187,5,
66.183,0.245,-0.172,-0.102,0.03,-0.279,0.058,-0.214,-0.108,0.16,0.305,7.07,3.93,295,328,187,187,5,
66.205,0.246,-0.168,-0.096,0.03,-0.277,0.058,-0.216,-0.109,0.153,0.293,7.07,3.93,293,328,187,187,5,
66.222,0.248,-0.164,-0.09,0.031,-0.274,0.06,-0.216,-0.11,0.15,0.286,7.07,3.93,292,328,187,187,5,
66.242,0.249,-0.161,-0.085,0.03,-0.278,0.06,-0.219,-0.117,0.145,0.277,7.07,3.93,290,329,187,187,5,
66.26,0.251,-0.157,-0.078,0.031,-0.275,0.06,-0.22,-0.118,0.138,0.264,7.07,3.93,288,329,187,187,5,
66.285,0.253,-0.157,-0.078,0.032,-0.276,0.061,-0.221,-0.119,0.139,0.266,7.07,3.93,286,330,187,187,5,
66.302,0.253,-0.15,-0.068,0.031,-0.281,0.062,-0.222,-0.13,0.13,0.249,7.07,3.93,284,330,187,187,5,
66.32,0.256,-0.144,-0.057,0.033,-0.277,0.065,-0.223,-0.133,0.121,0.254,7.07,3.93,283,330,187,187,5,
66.337,0.256,-0.137,-0.046,0.034,-0.278,0.065,-0.222,-0.141,0.112,0.269,7.07,3.93,281,331,187,187,5,
66.358,0.256,-0.128,-0.032,0.035,-0.281,0.067,-0.221,-0.153,0.1,0.293,7.07,3.93,279,331,187,187,5,
66.376,0.257,-0.12,-0.017,0.036,-0.28,0.069,-0.221,-0.16,0.086,0.306,7.07,3.93,277,332,187,187,5,
66.398,0.262,-0.115,-0.003,0.036,-0.284,0.07,-0.225,-0.169,0.073,0.323,7.07,3.93,276,332,187,187,5,
66.418,0.259,-0.1,0.018,0.036,-0.288,0.071,-0.223,-0.188,0.053,0.36,6.28,3.14,274,333,187,187,5,
66.435,0.258,-0.096,0.022,0.037,-0.291,0.071,-0.222,-0.195,0.049,0.373,6.28,3.14,272,333,187,187,5,
66.46,0.254,-0.081,0.04,0.038,-0.293,0.072,-0.216,-0.212,0.032,0.405,6.28,3.14,270,334,187,187,5,
66.481,0.249,-0.065,0.059,0.04,-0.292,0.072,-0.209,-0.228,0.013,0.435,6.28,3.14,268,334,187,187,5,
66.497,0.241,-0.043,0.081,0.042,-0.292,0.071,-0.199,-0.249,-0.011,0.475,6.28,3.14,266,334,187,187,5,
66.516,0.238,-0.034,0.095,0.043,-0.29,0.069,-0.195,-0.256,-0.027,0.488,6.28,3.14,264,335,187,187,5,
66.533,0.233,-0.019,0.11,0.044,-0.288,0.066,-0.189,-0.269,-0.044,0.515,6.28,3.14,263,335,187,187,5,
66.551,0.224,0,0.128,0.044,-0.288,0.066,-0.18,-0.288,-0.062,0.551,6.28,3.14,261,336,187,187,5,
66.574,0.215,0.02,0.147,0.045,-0.291,0.067,-0.17,-0.311,-0.08,0.594,5.5,2.36,259,336,187,187,5,
66.612,0.204,0.044,0.169,0.046,-0.284,0.064,-0.158,-0.328,-0.105,0.626,5.5,2.36,257,337,187,187,5,
66.629,0.184,0.082,0.203,0.046,-0.275,0.062,-0.139,-0.356,-0.141,0.68,5.5,2.36,255,337,187,187,5,
66.646,0.173,0.1,0.219,0.045,-0.263,0.06,-0.129,-0.363,-0.159,0.693,5.5,2.36,254,337,187,187,5,
66.685,0.163,0.118,0.234,0.043,-0.241,0.054,-0.12,-0.359,-0.18,0.685,5.5,2.36,252,338,187,187,5,
66.709,0.142,0.153,0.261,0.042,-0.226,0.053,-0.1,-0.379,-0.208,0.724,5.5,2.36,251,338,187,187,5,
66.725,0.13,0.173,0.273,0.043,-0.215,0.052,-0.088,-0.388,-0.221,0.741,5.5,2.36,249,338,187,187,5,
66.743,0.126,0.184,0.279,0.044,-0.204,0.052,-0.082,-0.388,-0.227,0.741,5.5,2.36,248,339,187,187,5,
66.757,0.117,0.198,0.287,0.047,-0.187,0.053,-0.07,-0.385,-0.234,0.735,5.5,2.36,247,339,187,187,5,
66.781,0.115,0.2,0.288,0.047,-0.179,0.056,-0.068,-0.379,-0.233,0.723,5.5,2.36,246,339,187,187,5,
66.804,0.108,0.207,0.292,0.047,-0.174,0.055,-0.061,-0.38,-0.237,0.726,5.5,2.36,245,340,187,187,5,
66.839,0.099,0.218,0.296,0.041,-0.168,0.05,-0.058,-0.386,-0.246,0.738,5.5,2.36,244,340,187,187,5,
66.858,0.088,0.227,0.282,0.047,-0.16,0.041,-0.041,-0.387,-0.241,0.74,5.5,2.36,243,340,187,187,5,
66.88,0.084,0.23,0.272,0.041,-0.159,0.04,-0.043,-0.389,-0.232,0.743,5.5,2.36,242,341,187,187,5,
66.898,0.078,0.234,0.265,0.039,-0.159,0.038,-0.039,-0.393,-0.227,0.75,5.5,2.36,241,341,187,187,5,
66.915,0.075,0.231,0.257,0.035,-0.16,0.032,-0.04,-0.391,-0.225,0.747,5.5,2.36,240,341,187,187,5,
66.932,0.071,0.231,0.251,0.028,-0.166,0.015,-0.043,-0.397,-0.236,0.758,5.5,2.36,238,341,187,187,5,
66.947,0.069,0.234,0.251,0.025,-0.164,0.008,-0.044,-0.399,-0.243,0.762,5.5,2.36,237,341,187,187,5,
66.965,0.067,0.233,0.25,0.019,-0.161,0.002,-0.048,-0.394,-0.248,0.752,5.5,2.36,236,341,187,187,5,
66.986,0.062,0.231,0.245,0.011,-0.155,-0.002,-0.052,-0.386,-0.246,0.737,5.5,2.36,235,341,187,187,5,
67.004,0.056,0.227,0.236,0.01,-0.134,-0.004,-0.046,-0.36,-0.24,0.688,5.5,2.36,235,341,187,187,5,
67.028,0.052,0.23,0.237,0.01,-0.097,-0.026,-0.041,-0.326,-0.263,0.623,5.5,2.36,234,341,187,187,5,
67.046,0.05,0.23,0.239,0,-0.08,-0.036,-0.05,-0.31,-0.275,0.592,5.5,2.36,233,341,187,187,5,
67.064,0.047,0.23,0.24,-0.004,-0.069,-0.042,-0.052,-0.299,-0.282,0.571,5.5,2.36,233,340,187,187,5,
67.086,0.046,0.232,0.243,-0.005,-0.028,-0.07,-0.051,-0.26,-0.313,0.598,5.5,2.36,233,340,187,187,5,
67.11,0.045,0.235,0.249,-0.014,0.002,-0.079,-0.059,-0.233,-0.328,0.627,5.5,2.36,233,339,187,187,5,
67.148,0.043,0.235,0.256,-0.015,0.067,-0.091,-0.057,-0.167,-0.347,0.662,5.5,2.36,233,339,187,187,5,
67.166,0.041,0.229,0.257,-0.017,0.087,-0.093,-0.058,-0.142,-0.349,0.667,5.5,2.36,234,338,187,187,5,
67.185,0.042,0.225,0.256,-0.017,0.115,-0.09,-0.059,-0.11,-0.346,0.662,5.5,2.36,235,338,187,187,5,
67.229,0.042,0.224,0.258,-0.008,0.172,-0.1,-0.05,-0.052,-0.359,0.685,4.71,1.57,236,337,187,187,5,
67.251,0.039,0.222,0.266,-0.006,0.189,-0.103,-0.045,-0.033,-0.369,0.705,4.71,1.57,237,336,187,187,5,
67.269,0.037,0.222,0.269,-0.003,0.2,-0.106,-0.04,-0.022,-0.375,0.716,4.71,1.57,238,336,187,187,5,
67.289,0.036,0.22,0.27,0.002,0.213,-0.112,-0.034,-0.007,-0.383,0.731,4.71,1.57,239,335,187,187,5,
67.309,0.035,0.219,0.273,0.003,0.221,-0.113,-0.033,0.002,-0.385,0.736,4.71,1.57,241,334,187,187,5,
67.326,0.034,0.218,0.273,0.007,0.233,-0.113,-0.027,0.015,-0.386,0.737,4.71,1.57,242,334,187,187,5,
67.348,0.03,0.219,0.273,0.007,0.243,-0.114,-0.023,0.025,-0.387,0.74,4.71,1.57,244,333,187,187,5,
67.363,0.027,0.22,0.275,0.009,0.259,-0.108,-0.018,0.039,-0.383,0.732,4.71,1.57,246,332,187,187,5,
67.381,0.027,0.222,0.278,0.007,0.27,-0.103,-0.02,0.048,-0.381,0.728,4.71,1.57,247,332,187,187,5,
67.397,0.025,0.223,0.281,0.009,0.282,-0.097,-0.015,0.059,-0.378,0.723,4.71,1.57,249,331,187,187,5,
67.439,0.021,0.226,0.286,0.011,0.306,-0.089,-0.01,0.08,-0.375,0.716,3.93,0.79,251,330,187,187,5,
67.457,0.019,0.225,0.291,0.004,0.318,-0.076,-0.015,0.092,-0.367,0.701,3.93,0.79,253,330,187,187,5,
67.476,0.017,0.225,0.295,0.001,0.327,-0.072,-0.016,0.102,-0.367,0.702,3.93,0.79,255,329,187,187,5,
67.494,0.013,0.225,0.301,-0.002,0.334,-0.066,-0.016,0.109,-0.367,0.701,3.93,0.79,257,329,187,187,5,
67.511,0.013,0.224,0.306,0,0.34,-0.062,-0.012,0.115,-0.368,0.703,3.93,0.79,259,329,187,187,5,
67.529,0.01,0.223,0.309,-0.003,0.343,-0.053,-0.013,0.12,-0.362,0.691,3.93,0.79,262,328,187,187,5,
67.547,0.009,0.221,0.312,0,0.346,-0.051,-0.009,0.125,-0.364,0.695,3.93,0.79,264,328,187,187,5,
67.564,0.009,0.22,0.317,0.014,0.347,-0.064,0.005,0.127,-0.381,0.727,3.93,0.79,266,328,187,187,5,
67.581,0.009,0.218,0.32,0.022,0.341,-0.062,0.013,0.123,-0.382,0.73,3.93,0.79,268,327,187,187,5,
67.599,0.011,0.216,0.325,0.028,0.335,-0.065,0.016,0.119,-0.39,0.745,3.93,0.79,270,327,187,187,5,
67.619,0.014,0.213,0.33,0.037,0.326,-0.066,0.023,0.114,-0.396,0.756,3.93,0.79,272,326,187,187,5,
67.658,0.017,0.209,0.336,0.04,0.277,-0.067,0.022,0.067,-0.403,0.769,3.93,0.79,274,326,187,187,5,
67.674,0.024,0.201,0.346,0.043,0.266,-0.07,0.019,0.065,-0.416,0.795,4.71,1.57,276,325,187,187,5,
67.692,0.026,0.198,0.351,0.047,0.251,-0.072,0.022,0.054,-0.423,0.808,4.71,1.57,277,325,187,187,5,
67.709,0.03,0.193,0.357,0.05,0.233,-0.072,0.02,0.04,-0.429,0.82,4.71,1.57,279,325,187,187,5,
67.73,0.032,0.188,0.365,0.048,0.197,-0.083,0.015,0.01,-0.448,0.855,4.71,1.57,280,324,187,187,5,
67.746,0.035,0.181,0.373,0.044,0.17,-0.085,0.008,-0.011,-0.458,0.875,4.71,1.57,281,323,187,187,5,
67.808,0.038,0.174,0.381,0.033,0.129,-0.085,-0.005,-0.044,-0.466,0.891,4.71,1.57,282,323,187,187,5,
