Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Intensity,Angle
0.627,0.046,0.002,0.004,-0.023,-0.017,0.033,-0.07,-0.019,0.029,0,0
0.649,0.047,0.001,0.004,-0.023,-0.018,0.032,-0.069,-0.019,0.028,0,0
0.687,0.045,-0.002,0.003,-0.022,-0.02,0.033,-0.068,-0.018,0.03,0,0
0.724,0.045,-0.002,0.003,-0.022,-0.021,0.033,-0.067,-0.019,0.03,0,0
0.743,0.042,-0.003,0.002,-0.022,-0.022,0.032,-0.064,-0.019,0.029,0,0
0.758,0.04,-0.003,0.002,-0.021,-0.021,0.029,-0.061,-0.018,0.027,0,0
0.778,0.038,-0.003,0.001,-0.02,-0.02,0.027,-0.057,-0.017,0.026,0,0
0.796,0.036,-0.003,0.0,-0.019,-0.018,0.025,-0.054,-0.015,0.025,0,0
0.837,0.033,-0.003,-0.001,-0.016,-0.016,0.023,-0.049,-0.013,0.024,0,0
0.855,0.028,-0.002,-0.003,-0.015,-0.015,0.022,-0.043,-0.013,0.025,0,0
0.872,0.024,-0.001,-0.005,-0.013,-0.012,0.019,-0.037,-0.011,0.024,0,0
0.894,0.022,-0.0,-0.006,-0.012,-0.01,0.018,-0.033,-0.01,0.024,0,0
0.911,0.019,-0.0,-0.008,-0.011,-0.011,0.014,-0.029,-0.01,0.022,0,0
0.931,0.017,0.0,-0.009,-0.01,-0.012,0.012,-0.027,-0.012,0.021,0,0
0.949,0.015,0.001,-0.01,-0.01,-0.013,0.012,-0.025,-0.013,0.022,0,0
0.964,0.013,0.001,-0.011,-0.01,-0.012,0.012,-0.022,-0.013,0.023,0,0
0.981,0.011,0.001,-0.011,-0.009,-0.011,0.013,-0.02,-0.013,0.024,0,0
1.0,0.01,0.002,-0.011,-0.008,-0.011,0.011,-0.018,-0.013,0.022,0,0
1.016,0.008,0.002,-0.012,-0.008,-0.011,0.011,-0.016,-0.014,0.024,0,0
1.032,0.007,0.003,-0.013,-0.009,-0.013,0.012,-0.015,-0.015,0.025,0,0
1.049,0.005,0.003,-0.013,-0.009,-0.012,0.012,-0.014,-0.015,0.025,0,0
1.066,0.003,0.004,-0.013,-0.008,-0.011,0.011,-0.011,-0.015,0.024,0,0
1.085,0.002,0.004,-0.014,-0.008,-0.011,0.012,-0.01,-0.015,0.025,0,0
1.1,0.001,0.004,-0.014,-0.008,-0.011,0.014,-0.009,-0.016,0.029,0,0
1.119,-0.0,0.005,-0.015,-0.009,-0.013,0.017,-0.009,-0.017,0.032,0,0
1.14,-0.002,0.006,-0.015,-0.011,-0.015,0.018,-0.009,-0.021,0.033,0,0
1.158,-0.003,0.006,-0.016,-0.013,-0.019,0.017,-0.009,-0.025,0.033,0,0
1.177,-0.004,0.006,-0.016,-0.015,-0.021,0.018,-0.01,-0.027,0.034,0,0
1.194,-0.005,0.006,-0.016,-0.015,-0.02,0.019,-0.01,-0.026,0.035,0,0
1.213,-0.006,0.006,-0.017,-0.015,-0.018,0.02,-0.009,-0.024,0.037,0,0
1.23,-0.007,0.006,-0.018,-0.016,-0.017,0.022,-0.009,-0.023,0.04,0,0
1.247,-0.007,0.006,-0.018,-0.017,-0.017,0.021,-0.009,-0.023,0.04,0,0
1.263,-0.009,0.007,-0.02,-0.017,-0.018,0.02,-0.009,-0.024,0.04,0,0
1.303,-0.01,0.008,-0.021,-0.019,-0.02,0.013,-0.009,-0.027,0.033,0,0
1.318,-0.011,0.008,-0.022,-0.019,-0.02,0.012,-0.009,-0.027,0.034,0,0
1.358,-0.011,0.008,-0.023,-0.02,-0.02,0.011,-0.009,-0.028,0.034,0,0
1.376,-0.01,0.009,-0.023,-0.021,-0.021,0.012,-0.011,-0.03,0.034,0,0
1.394,-0.01,0.009,-0.022,-0.022,-0.024,0.015,-0.013,-0.034,0.036,0,0
1.415,-0.008,0.01,-0.021,-0.023,-0.024,0.017,-0.015,-0.034,0.038,0,0
1.43,-0.006,0.01,-0.02,-0.023,-0.023,0.018,-0.017,-0.033,0.037,0,0
1.447,-0.004,0.009,-0.019,-0.022,-0.022,0.018,-0.018,-0.031,0.036,0,0
1.466,-0.003,0.008,-0.018,-0.022,-0.021,0.017,-0.019,-0.029,0.035,0,0
1.508,-0.002,0.007,-0.017,-0.02,-0.017,0.015,-0.018,-0.024,0.032,0,0
1.531,0.0,0.005,-0.016,-0.018,-0.016,0.014,-0.018,-0.02,0.03,0,0
1.548,0.001,0.004,-0.016,-0.017,-0.016,0.011,-0.018,-0.02,0.027,0,0
1.566,0.001,0.003,-0.015,-0.017,-0.015,0.007,-0.018,-0.018,0.023,0,0
1.581,0.002,0.002,-0.015,-0.015,-0.013,0.003,-0.017,-0.015,0.018,0,0
1.6,0.002,0.002,-0.015,-0.013,-0.01,-0.0,-0.015,-0.011,0.014,0,0
1.618,0.003,0.001,-0.013,-0.011,-0.006,-0.002,-0.014,-0.007,0.011,0,0
1.658,0.004,0.001,-0.012,-0.006,0.002,-0.004,-0.01,0.001,0.008,0,0
1.677,0.006,0.001,-0.009,-0.005,0.004,-0.002,-0.011,0.002,0.007,0,0
1.709,0.007,0.001,-0.008,-0.004,0.005,-0.001,-0.011,0.004,0.006,0,0
1.727,0.008,0.001,-0.006,-0.001,0.009,-0.003,-0.009,0.008,0.003,0,0
1.741,0.008,0.001,-0.005,0.001,0.012,-0.005,-0.007,0.01,0.0,0,0
1.758,0.008,0.002,-0.004,0.003,0.014,-0.005,-0.005,0.012,-0.001,0,0
1.777,0.009,0.003,-0.003,0.005,0.017,-0.004,-0.004,0.014,-0.001,0,0
1.816,0.011,0.003,-0.003,0.011,0.024,-0.005,0.001,0.022,-0.002,0,0
1.834,0.011,0.003,-0.003,0.012,0.024,-0.002,0.001,0.021,0.001,0,0
1.848,0.011,0.002,-0.002,0.012,0.023,0.002,0.0,0.021,0.004,0,0
1.866,0.011,0.002,-0.002,0.011,0.023,0.005,-0.0,0.021,0.007,0,0
1.886,0.011,0.001,-0.003,0.012,0.025,0.007,0.0,0.023,0.01,0,0
1.904,0.011,0.001,-0.003,0.012,0.025,0.01,0.001,0.025,0.013,0,0
1.923,0.011,0.0,-0.003,0.013,0.027,0.011,0.002,0.027,0.015,0,0
1.947,0.012,-0.0,-0.003,0.013,0.028,0.014,0.002,0.028,0.017,0,0
1.962,0.012,-0.001,-0.003,0.012,0.027,0.019,0.0,0.028,0.022,0,0
1.98,0.011,-0.001,-0.004,0.01,0.023,0.022,-0.002,0.024,0.026,0,0
1.998,0.011,-0.001,-0.004,0.007,0.019,0.025,-0.004,0.02,0.029,0,0
2.015,0.011,-0.0,-0.004,0.004,0.013,0.027,-0.007,0.014,0.031,0,0
2.032,0.011,-0.0,-0.004,0.002,0.01,0.028,-0.009,0.01,0.032,0,0
2.048,0.011,0.0,-0.004,0.0,0.009,0.03,-0.011,0.008,0.034,0,0
2.066,0.011,0.0,-0.004,-0.002,0.007,0.033,-0.012,0.007,0.036,0,0
2.09,0.011,0.0,-0.004,-0.004,0.004,0.036,-0.015,0.004,0.04,0,0
2.111,0.011,0.0,-0.004,-0.01,-0.004,0.043,-0.021,-0.004,0.047,0,0
2.128,0.011,0.0,-0.004,-0.012,-0.007,0.045,-0.023,-0.007,0.049,0,0
2.148,0.011,-0.0,-0.004,-0.014,-0.012,0.045,-0.025,-0.012,0.049,0,0
2.174,0.011,-0.0,-0.005,-0.017,-0.018,0.045,-0.028,-0.017,0.049,0,0
2.201,0.011,-0.0,-0.005,-0.017,-0.019,0.043,-0.028,-0.019,0.048,0,0
2.215,0.011,-0.001,-0.005,-0.018,-0.019,0.042,-0.028,-0.018,0.047,0,0
2.236,0.011,-0.001,-0.004,-0.018,-0.019,0.043,-0.028,-0.018,0.047,0,0
2.255,0.01,-0.001,-0.005,-0.019,-0.022,0.044,-0.03,-0.021,0.049,0,0
2.288,0.01,-0.0,-0.005,-0.026,-0.031,0.048,-0.035,-0.031,0.052,0,0
2.307,0.009,-0.0,-0.005,-0.029,-0.036,0.051,-0.038,-0.036,0.056,0,0
2.323,0.009,-0.0,-0.005,-0.03,-0.037,0.05,-0.039,-0.037,0.055,0,0
2.342,0.009,0.0,-0.005,-0.029,-0.035,0.05,-0.038,-0.035,0.055,0,0
2.36,0.009,0.0,-0.005,-0.028,-0.033,0.05,-0.037,-0.033,0.055,0,0
2.387,0.009,0.0,-0.005,-0.025,-0.027,0.049,-0.034,-0.028,0.054,0,0
2.404,0.009,0.0,-0.005,-0.024,-0.025,0.049,-0.033,-0.026,0.054,0,0
2.425,0.009,0.0,-0.005,-0.023,-0.022,0.048,-0.032,-0.023,0.052,0,0
2.44,0.009,0.0,-0.004,-0.023,-0.023,0.049,-0.033,-0.023,0.054,0,0
2.479,0.01,0.0,-0.004,-0.031,-0.034,0.058,-0.042,-0.034,0.062,0,0
2.498,0.011,0.001,-0.004,-0.036,-0.038,0.062,-0.046,-0.038,0.066,0,0
2.518,0.011,0.001,-0.003,-0.041,-0.045,0.06,-0.052,-0.046,0.063,0,0
2.537,0.012,0.001,-0.002,-0.043,-0.047,0.058,-0.055,-0.048,0.061,0,0
2.562,0.013,0.001,-0.002,-0.044,-0.045,0.058,-0.057,-0.046,0.06,0,0
2.579,0.014,0.001,-0.002,-0.045,-0.044,0.057,-0.059,-0.045,0.059,0,0
2.595,0.014,0.001,-0.001,-0.046,-0.043,0.055,-0.06,-0.043,0.056,0,0
2.612,0.014,0.001,-0.001,-0.047,-0.041,0.055,-0.061,-0.042,0.056,0,0
2.63,0.015,0.001,-0.001,-0.049,-0.044,0.048,-0.064,-0.044,0.049,0,0
2.645,0.015,0.001,-0.001,-0.05,-0.044,0.045,-0.065,-0.044,0.046,0,0
2.662,0.016,0.001,-0.001,-0.049,-0.042,0.043,-0.065,-0.042,0.044,0,0
2.678,0.016,0.001,-0.0,-0.047,-0.034,0.042,-0.063,-0.035,0.042,0,0
2.7,0.017,0.001,0.0,-0.043,-0.026,0.042,-0.06,-0.027,0.042,0,0
2.717,0.018,0.001,0.0,-0.041,-0.023,0.043,-0.059,-0.024,0.043,0,0
2.735,0.018,0.001,0.0,-0.04,-0.021,0.045,-0.058,-0.022,0.044,0,0
2.753,0.018,0.001,0.0,-0.039,-0.021,0.045,-0.057,-0.022,0.045,0,0
2.77,0.018,0.001,-0.0,-0.037,-0.02,0.045,-0.056,-0.022,0.045,0,0
2.808,0.018,0.002,-0.0,-0.031,-0.014,0.039,-0.05,-0.016,0.039,0,0
2.824,0.019,0.002,-0.0,-0.03,-0.014,0.038,-0.049,-0.016,0.039,0,0
2.841,0.019,0.002,-0.0,-0.028,-0.015,0.037,-0.047,-0.017,0.037,0,0
2.857,0.019,0.002,-0.0,-0.028,-0.019,0.038,-0.047,-0.021,0.038,0,0
2.876,0.019,0.002,0.0,-0.032,-0.031,0.039,-0.051,-0.032,0.039,0,0
2.893,0.019,0.002,0.001,-0.037,-0.045,0.041,-0.057,-0.047,0.041,0,0
2.912,0.019,0.002,0.001,-0.043,-0.059,0.048,-0.062,-0.062,0.047,0,0
2.928,0.018,0.003,0.003,-0.045,-0.067,0.055,-0.064,-0.07,0.052,0,0
2.948,0.018,0.004,0.004,-0.049,-0.078,0.063,-0.067,-0.082,0.058,0,0
2.969,0.017,0.006,0.006,-0.051,-0.084,0.07,-0.069,-0.09,0.064,0,0
2.987,0.017,0.01,0.007,-0.051,-0.085,0.072,-0.068,-0.094,0.065,0,0
3.009,0.015,0.014,0.008,-0.051,-0.084,0.076,-0.066,-0.098,0.068,0,0
3.029,0.011,0.021,0.008,-0.046,-0.079,0.073,-0.056,-0.099,0.065,0,0
3.049,0.007,0.027,0.011,-0.04,-0.071,0.072,-0.048,-0.099,0.062,0,0
3.068,0.007,0.032,0.013,-0.036,-0.065,0.074,-0.043,-0.097,0.06,0,0
3.09,0.009,0.035,0.018,-0.027,-0.054,0.071,-0.036,-0.089,0.052,0,0
3.106,0.013,0.037,0.024,-0.024,-0.05,0.068,-0.037,-0.087,0.044,0,0
3.123,0.019,0.039,0.03,-0.022,-0.048,0.067,-0.04,-0.087,0.038,0,0
3.14,0.025,0.039,0.035,-0.023,-0.051,0.071,-0.048,-0.09,0.037,0,0
3.18,0.031,0.039,0.038,-0.026,-0.055,0.074,-0.057,-0.094,0.036,0,0
3.196,0.048,0.035,0.045,-0.027,-0.057,0.075,-0.075,-0.093,0.029,0,0
3.219,0.055,0.032,0.047,-0.031,-0.067,0.069,-0.086,-0.1,0.022,0,0
3.239,0.063,0.028,0.048,-0.031,-0.068,0.068,-0.094,-0.096,0.02,0,0
3.261,0.069,0.025,0.049,-0.03,-0.065,0.068,-0.099,-0.09,0.019,0,0
3.279,0.074,0.022,0.05,-0.03,-0.064,0.069,-0.104,-0.086,0.019,0,0
3.296,0.077,0.019,0.05,-0.031,-0.066,0.072,-0.108,-0.086,0.022,0,0
3.337,0.083,0.013,0.05,-0.037,-0.078,0.078,-0.12,-0.09,0.028,0,0
3.357,0.084,0.011,0.05,-0.04,-0.085,0.079,-0.124,-0.095,0.03,0,0
3.375,0.084,0.008,0.049,-0.043,-0.09,0.08,-0.127,-0.098,0.031,0,0
3.391,0.084,0.007,0.048,-0.045,-0.093,0.082,-0.129,-0.1,0.034,0,0
3.411,0.083,0.005,0.047,-0.046,-0.094,0.085,-0.129,-0.099,0.038,0,0
3.45,0.082,0.003,0.047,-0.043,-0.086,0.086,-0.125,-0.089,0.039,0,0
3.467,0.075,-0.0,0.045,-0.041,-0.08,0.087,-0.116,-0.08,0.042,0,0
3.485,0.071,-0.001,0.043,-0.039,-0.074,0.088,-0.11,-0.073,0.045,0,0
3.504,0.066,-0.002,0.041,-0.037,-0.069,0.088,-0.102,-0.067,0.047,0,0
3.523,0.06,-0.002,0.039,-0.036,-0.067,0.088,-0.095,-0.065,0.049,0,0
3.542,0.054,-0.001,0.037,-0.036,-0.068,0.087,-0.089,-0.067,0.05,0,0
3.563,0.048,-0.001,0.035,-0.036,-0.069,0.085,-0.084,-0.068,0.051,0,0
3.58,0.044,-0.002,0.034,-0.036,-0.069,0.086,-0.08,-0.067,0.052,0,0
3.599,0.04,-0.003,0.033,-0.036,-0.068,0.085,-0.075,-0.066,0.052,0,0
3.615,0.035,-0.004,0.032,-0.035,-0.067,0.084,-0.07,-0.064,0.052,0,0
3.636,0.032,-0.004,0.031,-0.034,-0.067,0.083,-0.066,-0.063,0.051,0,0
3.653,0.026,-0.003,0.029,-0.035,-0.069,0.08,-0.06,-0.066,0.051,0,0
3.672,0.022,-0.002,0.027,-0.034,-0.068,0.077,-0.056,-0.067,0.05,0,0
3.695,0.017,-0.0,0.026,-0.032,-0.065,0.074,-0.049,-0.065,0.048,0,0
3.732,0.01,0.003,0.025,-0.026,-0.058,0.07,-0.036,-0.06,0.045,0,0
3.752,0.007,0.003,0.024,-0.025,-0.057,0.069,-0.032,-0.06,0.046,0,0
3.77,0.004,0.004,0.022,-0.024,-0.056,0.069,-0.028,-0.061,0.047,0,0
3.791,0.001,0.006,0.02,-0.022,-0.056,0.069,-0.023,-0.062,0.049,0,0
3.811,-0.003,0.01,0.017,-0.02,-0.053,0.068,-0.017,-0.063,0.05,0,0
3.833,-0.005,0.012,0.016,-0.019,-0.052,0.067,-0.014,-0.064,0.052,0,0
3.853,-0.006,0.013,0.014,-0.02,-0.055,0.068,-0.014,-0.068,0.054,0,0
3.87,-0.006,0.013,0.014,-0.021,-0.059,0.071,-0.015,-0.072,0.057,0,0
3.892,-0.006,0.014,0.013,-0.022,-0.061,0.073,-0.015,-0.074,0.06,0,0
3.911,-0.006,0.014,0.012,-0.022,-0.061,0.075,-0.016,-0.075,0.063,0,0
3.93,-0.005,0.014,0.012,-0.021,-0.06,0.08,-0.016,-0.074,0.068,0,0
3.948,-0.005,0.013,0.012,-0.02,-0.06,0.082,-0.016,-0.072,0.071,0,0
3.965,-0.004,0.012,0.012,-0.019,-0.059,0.084,-0.016,-0.072,0.072,0,0
4.002,-0.002,0.011,0.012,-0.017,-0.058,0.087,-0.016,-0.069,0.075,0,0
4.018,-0.0,0.011,0.013,-0.018,-0.057,0.086,-0.018,-0.068,0.073,0,0
4.035,0.001,0.01,0.014,-0.018,-0.055,0.083,-0.02,-0.065,0.069,0,0
4.055,0.003,0.009,0.014,-0.019,-0.052,0.081,-0.022,-0.06,0.067,0,0
4.073,0.004,0.008,0.015,-0.02,-0.048,0.082,-0.024,-0.056,0.068,0,0
4.09,0.005,0.007,0.016,-0.021,-0.047,0.085,-0.026,-0.054,0.069,0,0
4.11,0.006,0.006,0.016,-0.023,-0.047,0.086,-0.029,-0.053,0.069,0,0
4.127,0.007,0.005,0.016,-0.025,-0.047,0.088,-0.032,-0.052,0.072,0,0
4.144,0.007,0.005,0.016,-0.026,-0.046,0.09,-0.033,-0.051,0.074,0,0
4.158,0.007,0.005,0.016,-0.027,-0.045,0.092,-0.035,-0.05,0.076,0,0
4.18,0.008,0.005,0.016,-0.03,-0.044,0.094,-0.037,-0.049,0.078,0,0
4.196,0.008,0.004,0.016,-0.03,-0.043,0.094,-0.039,-0.047,0.078,0,0
4.218,0.009,0.004,0.016,-0.032,-0.041,0.094,-0.04,-0.046,0.078,0,0
4.234,0.009,0.004,0.016,-0.033,-0.04,0.094,-0.042,-0.045,0.078,0,0
4.292,0.009,0.005,0.015,-0.038,-0.042,0.089,-0.047,-0.047,0.074,0,0
4.329,0.01,0.005,0.015,-0.038,-0.04,0.085,-0.048,-0.046,0.069,0,0
4.349,0.011,0.005,0.015,-0.039,-0.04,0.085,-0.05,-0.045,0.07,0,0
4.368,0.011,0.005,0.015,-0.04,-0.038,0.082,-0.051,-0.043,0.067,0,0
4.39,0.011,0.005,0.014,-0.04,-0.038,0.083,-0.051,-0.043,0.069,0,0
4.41,0.011,0.005,0.013,-0.043,-0.042,0.082,-0.054,-0.047,0.068,0,0
4.427,0.011,0.005,0.013,-0.044,-0.043,0.081,-0.055,-0.048,0.068,0,0
4.446,0.011,0.005,0.012,-0.045,-0.044,0.079,-0.057,-0.049,0.067,0,0
4.465,0.012,0.005,0.012,-0.046,-0.047,0.079,-0.058,-0.052,0.067,0,0
4.487,0.012,0.005,0.011,-0.049,-0.055,0.078,-0.06,-0.06,0.066,0,0
4.505,0.012,0.005,0.011,-0.051,-0.058,0.08,-0.062,-0.063,0.069,0,0
4.527,0.011,0.006,0.01,-0.052,-0.058,0.081,-0.063,-0.064,0.071,0,0
4.545,0.011,0.006,0.01,-0.053,-0.061,0.083,-0.064,-0.067,0.073,0,0
4.56,0.011,0.006,0.01,-0.055,-0.067,0.083,-0.066,-0.073,0.073,0,0
4.583,0.011,0.006,0.01,-0.058,-0.079,0.082,-0.069,-0.085,0.072,0,0
4.601,0.011,0.006,0.01,-0.058,-0.08,0.083,-0.069,-0.086,0.073,0,0
4.618,0.011,0.006,0.01,-0.057,-0.082,0.084,-0.068,-0.088,0.074,0,0
4.637,0.011,0.006,0.01,-0.056,-0.084,0.085,-0.067,-0.09,0.075,0,0
4.654,0.011,0.006,0.01,-0.055,-0.087,0.085,-0.066,-0.093,0.075,0,0
4.675,0.012,0.006,0.01,-0.06,-0.107,0.075,-0.071,-0.113,0.065,0,0
4.697,0.012,0.006,0.01,-0.063,-0.126,0.071,-0.075,-0.132,0.061,0.336,3.14
4.715,0.012,0.006,0.01,-0.065,-0.138,0.073,-0.077,-0.144,0.063,0.366,3.14
4.734,0.012,0.006,0.01,-0.067,-0.15,0.076,-0.079,-0.156,0.066,0.397,3.14
4.752,0.012,0.006,0.01,-0.07,-0.163,0.075,-0.082,-0.169,0.065,0.431,3.14
4.771,0.012,0.007,0.011,-0.069,-0.166,0.078,-0.081,-0.173,0.067,0.44,3.14
4.79,0.013,0.006,0.011,-0.066,-0.166,0.082,-0.079,-0.172,0.072,0.439,3.14
4.809,0.016,0.008,0.019,-0.064,-0.167,0.085,-0.08,-0.175,0.067,0.444,3.14
4.832,0.017,0.008,0.018,-0.062,-0.168,0.088,-0.079,-0.176,0.071,0.448,3.14
4.849,0.018,0.006,0.016,-0.061,-0.17,0.091,-0.079,-0.176,0.076,0.447,3.14
4.869,0.021,0.005,0.017,-0.062,-0.171,0.092,-0.083,-0.177,0.075,0.451,3.14
4.894,0.03,-0.003,0.022,-0.063,-0.168,0.092,-0.093,-0.165,0.069,0.42,3.14
4.91,0.028,0.003,0.025,-0.064,-0.167,0.096,-0.092,-0.17,0.07,0.432,3.14
4.932,0.026,0.003,0.027,-0.067,-0.169,0.096,-0.093,-0.172,0.069,0.439,3.14
4.949,0.032,-0.012,0.016,-0.071,-0.172,0.1,-0.102,-0.161,0.084,0.409,3.14
4.965,0.035,-0.012,0.015,-0.072,-0.173,0.103,-0.107,-0.161,0.088,0.41,3.14
4.984,0.041,-0.008,0.029,-0.073,-0.171,0.105,-0.114,-0.163,0.076,0.414,3.14
5.004,0.042,-0.007,0.029,-0.074,-0.169,0.108,-0.116,-0.161,0.079,0.41,3.14
5.023,0.036,-0.001,0.029,-0.075,-0.165,0.109,-0.111,-0.164,0.08,0.418,3.14
5.042,0.035,-0.001,0.028,-0.075,-0.16,0.109,-0.11,-0.158,0.081,0.403,3.14
5.063,0.032,0.006,0.031,-0.075,-0.152,0.107,-0.106,-0.158,0.076,0.403,3.14
5.082,0.028,0.008,0.028,-0.074,-0.147,0.106,-0.102,-0.155,0.078,0.395,3.14
5.104,0.026,0.009,0.029,-0.074,-0.142,0.105,-0.1,-0.151,0.076,0.384,3.14
5.121,0.028,0.007,0.031,-0.073,-0.137,0.103,-0.101,-0.144,0.072,0.367,3.14
5.138,0.027,0.008,0.03,-0.072,-0.131,0.101,-0.099,-0.139,0.071,0.353,3.14
5.157,0.026,0.008,0.03,-0.071,-0.125,0.1,-0.097,-0.133,0.07,0.339,3.14
5.173,0.024,0.009,0.027,-0.07,-0.121,0.099,-0.093,-0.13,0.071,0,0
5.19,0.021,0.011,0.026,-0.07,-0.119,0.098,-0.091,-0.13,0.072,0,0
5.225,0.014,0.013,0.021,-0.069,-0.113,0.096,-0.084,-0.126,0.075,0,0
5.247,0.013,0.013,0.02,-0.07,-0.111,0.096,-0.083,-0.124,0.076,0,0
5.261,0.01,0.016,0.024,-0.069,-0.108,0.096,-0.079,-0.123,0.073,0,0
5.278,0.008,0.018,0.027,-0.067,-0.103,0.094,-0.075,-0.121,0.067,0,0
5.295,0.009,0.018,0.03,-0.066,-0.099,0.093,-0.075,-0.117,0.063,0,0
5.315,0.009,0.017,0.032,-0.064,-0.096,0.092,-0.073,-0.113,0.06,0,0
5.355,0.009,0.017,0.032,-0.062,-0.092,0.088,-0.071,-0.108,0.057,0,0
5.371,0.009,0.014,0.027,-0.061,-0.091,0.087,-0.07,-0.105,0.06,0,0
5.389,0.007,0.013,0.026,-0.061,-0.091,0.087,-0.068,-0.104,0.061,0,0
5.404,0.007,0.012,0.024,-0.06,-0.091,0.087,-0.067,-0.103,0.063,0,0
5.429,0.006,0.012,0.023,-0.059,-0.089,0.087,-0.065,-0.101,0.064,0,0
5.447,0.006,0.011,0.022,-0.058,-0.088,0.088,-0.064,-0.098,0.067,0,0
5.464,0.005,0.01,0.022,-0.057,-0.087,0.089,-0.062,-0.097,0.067,0,0
5.481,0.006,0.009,0.021,-0.057,-0.087,0.09,-0.063,-0.096,0.069,0,0
5.499,0.005,0.009,0.021,-0.057,-0.088,0.089,-0.062,-0.097,0.068,0,0
5.519,0.005,0.009,0.021,-0.057,-0.09,0.089,-0.063,-0.099,0.068,0,0
5.536,0.006,0.009,0.021,-0.057,-0.091,0.09,-0.063,-0.1,0.069,0,0
5.576,0.005,0.009,0.021,-0.058,-0.094,0.092,-0.064,-0.103,0.071,0,0
5.594,0.006,0.007,0.021,-0.058,-0.095,0.093,-0.065,-0.102,0.072,0,0
5.614,0.006,0.007,0.02,-0.058,-0.096,0.094,-0.064,-0.103,0.074,0,0
5.631,0.006,0.007,0.02,-0.058,-0.096,0.095,-0.064,-0.103,0.075,0,0
5.651,0.007,0.006,0.019,-0.057,-0.096,0.095,-0.064,-0.102,0.075,0,0
5.668,0.007,0.006,0.019,-0.057,-0.097,0.094,-0.064,-0.102,0.075,0,0
5.684,0.007,0.005,0.019,-0.057,-0.097,0.094,-0.064,-0.102,0.074,0,0
5.699,0.008,0.005,0.019,-0.057,-0.097,0.093,-0.065,-0.101,0.073,0,0
5.714,0.008,0.004,0.019,-0.057,-0.097,0.091,-0.065,-0.101,0.072,0,0
5.729,0.008,0.004,0.019,-0.056,-0.097,0.09,-0.064,-0.101,0.071,0,0
5.746,0.009,0.004,0.018,-0.055,-0.096,0.09,-0.064,-0.1,0.071,0,0
