Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Teacher Intensity,Student Intensity,Angle Teacher,Angle Student,Ball-x,Ball-y,Target-x,Target-y,Score,Target Duration,Training Mode,Is Testing Boolean
0.492,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0,0,0,0,300,300,300,300,0,0,3,True
0.512,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0,0,0,0,300,300,300,300,0,0,3,True
0.555,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0,0,0,0,300,300,300,300,0,0,3,True
0.586,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.001,-0.0,0,0,0,0,300,300,300,300,100,0.555,3,True
0.619,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.001,-0.0,0,0,0,0,300,300,300,300,200,0.032,3,True
0.643,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.001,-0.0,0,0,0,0,300,300,300,300,300,0.032,3,True
0.685,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.001,-0.0,0,0,0,0,300,300,300,300,400,0.024,3,True
0.716,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.001,-0.0,0,0,0,0,300,300,300,300,500,0.043,3,True
0.74,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,600,0.03,3,True
0.766,-0.001,-0.001,0.0,0.0,0.0,0.0,0.001,0.001,-0.0,0,0,0,0,300,300,300,300,700,0.024,3,True
0.79,-0.001,-0.002,0.0,0.0,0.0,-0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,800,0.026,3,True
0.815,-0.001,-0.002,0.0,0.0,0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,900,0.024,3,True
0.842,-0.001,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1000,0.025,3,True
0.866,-0.001,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1100,0.027,3,True
0.91,-0.001,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1200,0.024,3,True
0.933,-0.001,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1300,0.044,3,True
0.98,-0.001,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1400,0.023,3,True
1.012,-0.0,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1500,0.047,3,True
1.033,-0.0,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1600,0.032,3,True
1.055,-0.0,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1700,0.021,3,True
1.095,-0.001,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1800,0.022,3,True
1.119,-0.001,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,1900,0.039,3,True
1.166,-0.001,-0.002,0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,2000,0.024,3,True
1.225,-0.0,-0.002,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,300,300,300,2100,0.047,3,True
1.25,-0.0,-0.002,-0.0,0.0,-0.0,0.0,0.001,0.002,-0.0,0,0,0,0,300,300,300,300,2200,0.059,3,True
1.28,-0.0,-0.002,-0.0,0.0,-0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,300,300,300,2300,0.024,3,True
1.329,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,300,300,300,2400,0.03,3,True
1.361,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,300,300,300,2500,0.049,3,True
1.38,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,300,300,300,2600,0.032,3,True
1.407,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,300,300,300,2700,0.02,3,True
1.432,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,299,300,300,2800,0.027,3,True
1.48,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,299,300,300,2900,0.024,3,True
1.513,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,299,300,300,3000,0.048,3,True
1.54,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,299,300,300,3100,0.033,3,True
1.563,-0.0,-0.002,-0.0,0.0,0.0,0.0,0.001,0.002,0.0,0,0,0,0,300,299,300,300,3200,0.027,3,True
1.592,-0.0,-0.003,-0.0,0.0,0.0,0.0,0.0,0.003,0.0,0,0,0,0,300,300,300,300,3300,0.029,3,True
1.618,-0.0,-0.003,-0.0,0.0,0.0,0.0,0.0,0.003,0.0,0,0,0,0,300,300,300,300,3400,0.023,3,True
1.646,-0.0,-0.003,-0.0,0.0,-0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,3500,0.027,3,True
1.672,-0.0,-0.003,-0.0,0.0,-0.0,0.0,0.0,0.003,0.0,0,0,0,0,300,300,300,300,3600,0.027,3,True
1.698,-0.0,-0.003,-0.0,0.0,-0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,3700,0.026,3,True
1.72,-0.0,-0.003,-0.0,0.0,-0.0,0.0,0.0,0.003,0.0,0,0,0,0,300,300,300,300,3800,0.026,3,True
1.759,-0.0,-0.003,-0.0,0.0,-0.0,0.0,0.0,0.003,0.0,0,0,0,0,300,300,300,300,3900,0.022,3,True
1.786,-0.0,-0.003,-0.0,0.0,-0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,4000,0.04,3,True
1.81,-0.0,-0.003,-0.0,0.0,-0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,4100,0.027,3,True
1.832,-0.0,-0.003,-0.0,0.0,0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,4200,0.025,3,True
1.854,-0.0,-0.003,-0.0,0.0,0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,4300,0.022,3,True
1.877,-0.0,-0.003,-0.0,0.0,0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,4400,0.022,3,True
1.904,-0.0,-0.003,-0.0,0.0,0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,4500,0.023,3,True
1.929,-0.0,-0.003,-0.0,0.0,0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,4600,0.027,3,True
1.953,-0.0,-0.003,-0.0,0.0,0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,4700,0.024,3,True
1.977,-0.0,-0.003,-0.0,0.0,0.0,0.0,0.001,0.003,0.0,0,0,0,0,300,300,300,300,4800,0.024,3,True
2.001,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0,0,300,304,300,300,4900,0.026,3,False
2.026,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5000,0.022,3,False
2.049,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5100,0.026,3,False
2.073,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5200,0.023,3,False
2.098,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5300,0.024,3,False
2.126,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5400,0.025,3,False
2.147,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5500,0.028,3,False
2.193,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5600,0.021,3,False
2.219,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5700,0.047,3,False
2.24,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5800,0.024,3,False
2.262,-0.0,-0.0,-0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,5900,0.021,3,False
2.283,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,6000,0.022,3,False
2.303,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,6100,0.021,3,False
2.326,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,6200,0.02,3,False
2.348,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,6300,0.023,3,False
2.369,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,304,300,300,6400,0.022,3,False
2.392,-0.0,-0.0,-0.003,-0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,303,300,300,6500,0.022,3,False
2.419,-0.0,-0.0,-0.003,-0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,303,300,300,6600,0.023,3,False
2.45,-0.0,-0.0,-0.003,-0.0,-0.0,-0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,303,300,300,6700,0.027,3,False
2.477,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,303,300,300,6800,0.031,3,False
2.499,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,303,300,300,6900,0.027,3,False
2.524,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,303,300,300,7000,0.023,3,False
2.55,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0,300,303,300,300,7100,0.024,3,False
2.58,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,303,300,300,7200,0.027,3,False
2.604,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,7300,0.032,3,False
2.628,-0.0,-0.0,-0.003,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,7400,0.022,3,False
2.654,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,7500,0.024,3,False
2.692,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,7600,0.027,3,False
2.729,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,7700,0.037,3,False
2.775,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,7800,0.037,3,False
2.814,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,7900,0.047,3,False
2.877,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,8000,0.039,3,False
2.927,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,8100,0.065,3,False
2.954,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,301,300,300,8200,0.049,3,False
2.979,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,300,300,300,8300,0.027,3,False
3.01,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,300,300,300,8400,0.025,3,False
3.034,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,300,300,300,8500,0.031,3,False
3.062,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,300,300,300,8600,0.023,3,False
3.088,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,300,300,300,8700,0.028,3,False
3.112,-0.0,-0.0,-0.004,0.0,-0.0,0.0,0.0,0.004,0.0,0.0,0.0,0,0,300,300,300,300,8800,0.026,3,False
