Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Teacher Intensity,Student Intensity,Angle Teacher,Angle Student,Ball-x,Ball-y,Target-x,Target-y,Score
51.057,0.001,0.0,0.0,-0.063,0.003,-0.23,-0.064,0.003,-0.23,0.439,0.0,4.71,1.57,199,317,285,115,6
51.075,0.001,0.001,-0.0,-0.062,0.004,-0.226,-0.062,0.003,-0.226,0.431,0.0,4.71,1.57,198,315,285,115,6
51.113,-0.0,0.002,-0.001,-0.059,0.005,-0.212,-0.059,0.003,-0.21,0.402,0.0,4.71,1.57,198,308,285,115,6
51.134,-0.002,0.002,-0.002,-0.059,0.006,-0.203,-0.057,0.004,-0.202,0.385,0.0,4.71,1.57,197,304,285,115,6
51.163,0.0,0.001,-0.001,-0.058,0.008,-0.17,-0.058,0.007,-0.169,0.322,0.0,4.71,1.57,196,286,285,115,6
51.18,-0.001,0.003,-0.003,-0.058,0.006,-0.149,-0.056,0.003,-0.146,0.279,0.0,4.71,1.57,197,276,285,115,6
51.199,-0.001,0.003,-0.004,-0.061,0.002,-0.129,-0.06,-0.001,-0.126,0.24,0.0,4.71,1.57,199,266,285,115,6
51.218,-0.0,0.002,-0.004,-0.065,-0.005,-0.112,-0.065,-0.007,-0.109,0.207,0.0,4.71,1.57,202,257,285,115,6
51.238,0.0,0.001,-0.003,-0.065,-0.013,-0.084,-0.066,-0.014,-0.082,0.156,0.0,4.71,1.57,207,243,285,115,6
51.258,0.001,-0.001,-0.001,-0.065,-0.023,-0.053,-0.066,-0.022,-0.051,0.0,0.0,0,0,212,227,285,115,6
51.274,0.0,-0.0,-0.001,-0.066,-0.033,-0.017,-0.067,-0.033,-0.015,0.0,0.0,0,0,217,208,285,115,6
51.295,0.001,-0.001,-0.001,-0.07,-0.042,0.007,-0.071,-0.041,0.008,0.0,0.0,0,0,221,196,285,115,6
51.336,0.001,0.0,-0.001,-0.069,-0.047,0.014,-0.069,-0.047,0.015,0.0,0.0,0,0,224,193,285,115,6
51.355,0.001,-0.0,-0.001,-0.071,-0.049,0.009,-0.072,-0.049,0.01,0.0,0.0,0,0,225,195,285,115,6
51.373,0.002,-0.001,-0.0,-0.074,-0.053,0.016,-0.075,-0.053,0.016,0.0,0.0,0,0,227,192,285,115,6
51.391,0.001,0.0,-0.001,-0.075,-0.056,0.018,-0.076,-0.056,0.019,0.0,0.0,0,0,228,191,285,115,6
51.415,0.0,0.001,-0.002,-0.078,-0.06,0.025,-0.078,-0.061,0.027,0.0,0.0,0,0,231,187,285,115,6
51.434,-0.001,0.003,-0.003,-0.083,-0.066,0.027,-0.082,-0.069,0.03,0.132,0.0,6.28,3.14,234,186,285,115,6
51.474,-0.0,0.002,-0.002,-0.093,-0.079,0.035,-0.093,-0.081,0.037,0.154,0.0,6.28,3.14,240,182,285,115,6
51.492,0.001,0.001,-0.001,-0.094,-0.082,0.046,-0.095,-0.083,0.046,0.159,0.0,6.28,3.14,242,177,285,115,6
51.516,0.002,0.002,-0.003,-0.095,-0.083,0.052,-0.097,-0.086,0.055,0.164,0.0,6.28,3.14,243,173,285,115,6
51.532,0.002,0.004,-0.005,-0.096,-0.085,0.055,-0.097,-0.088,0.059,0.169,0.0,6.28,3.14,243,172,285,115,6
51.572,0.004,0.001,-0.003,-0.099,-0.091,0.065,-0.103,-0.091,0.068,0.175,0.0,0.79,3.93,246,167,285,115,6
51.592,0.002,0.001,-0.002,-0.102,-0.095,0.069,-0.105,-0.096,0.071,0.183,0.0,0.79,3.93,248,165,285,115,6
51.612,0.003,0.001,-0.002,-0.103,-0.101,0.08,-0.106,-0.102,0.082,0.195,0.0,0.79,3.93,252,159,285,115,6
51.631,-0.001,0.002,-0.002,-0.102,-0.103,0.087,-0.101,-0.105,0.09,0.201,0.0,0.79,3.93,253,156,285,115,6
51.659,0.0,0.001,-0.001,-0.101,-0.106,0.099,-0.101,-0.107,0.1,0.203,0.0,0.79,3.93,254,150,285,115,6
51.681,0.0,0.001,-0.001,-0.1,-0.11,0.109,-0.101,-0.111,0.11,0.212,0.0,0.79,3.93,256,144,285,115,6
51.701,-0.001,0.003,-0.003,-0.099,-0.112,0.116,-0.098,-0.114,0.119,0.228,0.0,0.79,3.93,257,141,285,115,6
51.717,-0.001,0.002,-0.002,-0.098,-0.112,0.125,-0.097,-0.114,0.127,0.243,0.0,0.79,3.93,257,136,285,115,6
51.736,0.001,0.001,-0.001,-0.098,-0.114,0.135,-0.099,-0.114,0.136,0.26,0.0,0.79,3.93,258,131,285,115,6
51.76,0.001,0.001,-0.002,-0.103,-0.12,0.142,-0.105,-0.121,0.144,0.276,0.0,0.79,3.93,261,128,285,115,6
51.779,0.001,0.001,-0.002,-0.107,-0.125,0.147,-0.108,-0.127,0.149,0.285,0.0,0.79,3.93,264,125,285,115,6
51.799,0.001,0.002,-0.003,-0.108,-0.129,0.152,-0.109,-0.13,0.155,0.296,0.0,0.79,3.93,266,123,285,115,6
51.841,0.002,-0.001,-0.0,-0.106,-0.137,0.169,-0.108,-0.136,0.17,0.324,0.0,0.79,3.93,270,114,285,115,6
51.861,0.002,-0.001,-0.0,-0.104,-0.141,0.182,-0.105,-0.14,0.183,0.349,0.0,0.79,3.93,272,107,285,115,6
51.88,0.002,0.0,-0.002,-0.103,-0.143,0.191,-0.104,-0.144,0.193,0.368,0.0,0.79,3.93,273,103,285,115,6
51.908,0.001,0.0,-0.002,-0.104,-0.151,0.196,-0.105,-0.151,0.197,0.377,0.0,0.79,3.93,277,100,285,115,6
51.929,0.002,0.0,-0.001,-0.106,-0.155,0.195,-0.108,-0.156,0.197,0.376,0.0,0.79,3.93,279,100,285,115,6
51.949,0.001,0.002,-0.003,-0.108,-0.16,0.196,-0.109,-0.162,0.2,0.381,0.0,0.79,3.93,281,100,285,115,6
51.969,0.001,0.002,-0.003,-0.109,-0.163,0.197,-0.11,-0.165,0.201,0.383,0.0,0.79,3.93,283,99,285,115,6
51.989,0.002,0.001,-0.002,-0.109,-0.165,0.201,-0.11,-0.165,0.203,0.388,0.0,0.79,3.93,284,98,285,115,6
52.01,0.002,0.001,-0.002,-0.107,-0.164,0.205,-0.109,-0.165,0.207,0.395,0.0,0.79,3.93,284,96,285,115,6
52.053,0.001,0.002,-0.003,-0.104,-0.163,0.208,-0.105,-0.164,0.21,0.401,0.0,0.79,3.93,283,94,285,115,6
52.075,0.003,0.001,-0.002,-0.103,-0.162,0.208,-0.106,-0.163,0.21,0.401,0.0,0.79,3.93,283,94,285,115,6
52.091,0.003,0.001,-0.002,-0.104,-0.164,0.202,-0.107,-0.166,0.204,0.391,0.0,0.79,3.93,284,97,285,115,6
52.113,0.001,0.002,-0.002,-0.107,-0.168,0.189,-0.109,-0.17,0.191,0.365,0.0,0.79,3.93,286,104,285,115,6
52.155,0.001,0.003,-0.003,-0.109,-0.166,0.165,-0.109,-0.169,0.168,0.323,0.0,0.79,3.93,285,116,285,285,7
52.173,0.001,0.002,-0.002,-0.107,-0.162,0.159,-0.108,-0.164,0.161,0.313,0.0,0.79,3.93,283,119,285,285,7
52.193,-0.0,0.002,-0.002,-0.103,-0.157,0.159,-0.103,-0.159,0.161,0.308,0.0,0.79,3.93,280,119,285,285,7
52.211,-0.0,0.002,-0.002,-0.1,-0.154,0.158,-0.1,-0.156,0.16,0.306,0.0,0.79,3.93,279,120,285,285,7
52.232,-0.001,0.002,-0.003,-0.095,-0.149,0.158,-0.095,-0.151,0.161,0.307,0.0,0.79,3.93,276,120,285,285,7
52.252,0.0,0.002,-0.003,-0.093,-0.145,0.156,-0.093,-0.147,0.159,0.303,0.0,0.79,3.93,274,120,285,285,7
52.27,0.001,0.001,-0.003,-0.092,-0.146,0.153,-0.093,-0.148,0.155,0.297,0.0,0.79,3.93,274,122,285,285,7
52.291,0.002,-0.0,-0.001,-0.091,-0.146,0.152,-0.093,-0.146,0.153,0.293,0.0,0.79,3.93,274,123,285,285,7
52.307,0.002,-0.001,-0.001,-0.091,-0.146,0.154,-0.093,-0.146,0.154,0.295,0.0,0.79,3.93,275,122,285,285,7
52.324,0.0,-0.0,-0.0,-0.091,-0.147,0.156,-0.091,-0.147,0.157,0.299,0.0,0.79,3.93,275,120,285,285,7
52.344,-0.0,0.001,-0.001,-0.09,-0.148,0.158,-0.09,-0.148,0.159,0.304,0.0,0.79,3.93,275,120,285,285,7
52.366,-0.001,0.002,-0.002,-0.085,-0.146,0.16,-0.085,-0.148,0.162,0.309,0.0,0.79,3.93,274,119,285,285,7
52.385,-0.0,0.002,-0.002,-0.082,-0.142,0.157,-0.082,-0.144,0.159,0.304,0.0,0.79,3.93,272,120,285,285,7
52.406,0.001,0.001,-0.001,-0.079,-0.137,0.152,-0.079,-0.137,0.153,0.293,0.0,0.79,3.93,270,123,285,285,7
52.425,0.0,-0.0,-0.001,-0.075,-0.127,0.146,-0.075,-0.127,0.146,0.28,0.0,0.79,3.93,264,126,285,285,7
52.444,-0.001,0.0,-0.0,-0.069,-0.11,0.14,-0.068,-0.11,0.14,0.268,0.0,0.79,3.93,256,129,285,285,7
52.463,-0.0,0.001,-0.001,-0.065,-0.102,0.142,-0.065,-0.103,0.143,0.273,0.0,0.79,3.93,252,128,285,285,7
52.479,0.0,0.001,-0.002,-0.057,-0.09,0.145,-0.058,-0.091,0.146,0.279,0.0,0.79,3.93,246,126,285,285,7
52.501,-0.0,0.002,-0.002,-0.049,-0.076,0.151,-0.048,-0.079,0.153,0.292,0.0,0.79,3.93,239,123,285,285,7
52.522,0.0,0.003,-0.003,-0.038,-0.061,0.161,-0.038,-0.064,0.164,0.314,0.0,1.57,4.71,231,118,285,285,7
52.542,0.001,0.004,-0.004,-0.03,-0.045,0.176,-0.031,-0.048,0.18,0.344,0.0,1.57,4.71,223,110,285,285,7
52.563,0.002,0.004,-0.005,-0.029,-0.036,0.192,-0.031,-0.041,0.197,0.377,0.0,1.57,4.71,218,102,285,285,7
52.582,0.002,0.005,-0.006,-0.032,-0.023,0.209,-0.034,-0.028,0.216,0.412,0.0,1.57,4.71,212,93,285,285,7
52.602,0.001,0.004,-0.005,-0.037,-0.01,0.236,-0.038,-0.014,0.24,0.459,0.0,1.57,4.71,205,80,285,285,7
52.621,0.003,0.002,-0.002,-0.048,-0.003,0.284,-0.05,-0.005,0.287,0.547,0.0,1.57,4.71,202,55,285,285,7
52.645,0.003,0.001,-0.002,-0.057,-0.005,0.319,-0.06,-0.006,0.321,0.613,0.0,1.57,4.71,202,37,285,285,7
52.665,0.001,0.003,-0.003,-0.067,-0.013,0.356,-0.068,-0.016,0.358,0.684,0.0,1.57,4.71,207,19,285,285,7
52.683,0.002,0.002,-0.002,-0.075,-0.02,0.384,-0.077,-0.021,0.386,0.736,0.0,1.57,4.71,210,4,285,285,7
52.703,0.003,0.001,-0.001,-0.082,-0.023,0.416,-0.085,-0.024,0.417,0.797,0.0,1.57,4.71,212,0,285,285,7
52.722,0.004,-0.0,-0.0,-0.088,-0.026,0.453,-0.092,-0.026,0.453,0.865,0.0,1.57,4.71,213,0,285,285,7
52.742,0.004,-0.001,0.001,-0.093,-0.03,0.49,-0.097,-0.029,0.489,0.934,0.0,1.57,4.71,215,0,285,285,7
52.762,0.003,-0.0,-0.0,-0.098,-0.034,0.52,-0.101,-0.034,0.521,0.994,0.0,1.57,4.71,217,0,285,285,7
52.782,0.002,0.001,-0.002,-0.103,-0.043,0.527,-0.105,-0.044,0.529,1.0,0.0,1.57,4.71,222,0,285,285,7
52.823,0.003,-0.0,-0.001,-0.113,-0.049,0.546,-0.116,-0.049,0.547,1.0,0.0,1.57,4.71,225,0,285,285,7
52.84,0.002,0.0,-0.001,-0.114,-0.049,0.554,-0.116,-0.049,0.555,1.0,0.0,1.57,4.71,225,0,285,285,7
52.86,0.002,0.0,-0.001,-0.112,-0.046,0.56,-0.114,-0.046,0.561,1.0,0.0,1.57,4.71,223,0,285,285,7
52.88,0.0,0.001,-0.001,-0.109,-0.039,0.563,-0.109,-0.04,0.564,1.0,0.0,1.57,4.71,220,0,285,285,7
52.9,-0.001,0.002,-0.003,-0.103,-0.032,0.564,-0.102,-0.034,0.566,1.0,0.0,1.57,4.71,216,0,285,285,7
52.92,0.001,0.002,-0.003,-0.096,-0.019,0.564,-0.096,-0.021,0.567,1.0,0.0,1.57,4.71,210,0,285,285,7
52.939,0.003,-0.0,-0.001,-0.089,-0.009,0.565,-0.092,-0.009,0.566,1.0,0.0,1.57,4.71,204,0,285,285,7
52.962,0.002,-0.001,-0.0,-0.085,0.0,0.564,-0.087,0.001,0.564,1.0,0.0,1.57,4.71,200,0,285,285,7
52.983,0.002,-0.001,-0.001,-0.081,0.01,0.561,-0.083,0.011,0.562,1.0,0.0,1.57,4.71,195,0,285,285,7
53.004,0.003,-0.0,-0.001,-0.077,0.019,0.554,-0.08,0.02,0.555,1.0,0.0,1.57,4.71,190,0,285,285,7
53.025,0.004,-0.002,0.0,-0.072,0.031,0.544,-0.076,0.033,0.544,1.0,0.0,1.57,4.71,184,0,285,285,7
53.045,0.004,-0.001,-0.001,-0.07,0.038,0.54,-0.073,0.039,0.541,1.0,0.0,1.57,4.71,181,0,285,285,7
53.062,0.002,0.001,-0.002,-0.065,0.05,0.528,-0.067,0.049,0.53,1.0,0.0,1.57,4.71,175,0,285,285,7
53.08,0.001,0.002,-0.003,-0.058,0.071,0.503,-0.059,0.07,0.506,0.966,0.0,2.36,5.5,164,0,285,285,7
53.106,-0.001,0.002,-0.003,-0.047,0.101,0.47,-0.047,0.099,0.473,0.903,0.0,2.36,5.5,148,0,285,285,7
53.125,0.0,0.001,-0.001,-0.035,0.132,0.433,-0.035,0.131,0.434,0.829,0.0,2.36,5.5,133,0,285,285,7
53.145,-0.0,0.0,-0.001,-0.022,0.168,0.387,-0.021,0.168,0.389,0.742,0.0,2.36,5.5,114,3,285,285,7
53.169,-0.001,0.001,-0.002,-0.008,0.204,0.341,-0.008,0.203,0.343,0.655,0.0,2.36,5.5,96,26,285,285,7
53.188,0.001,0.0,-0.001,0.006,0.242,0.296,0.005,0.242,0.297,0.568,0.0,2.36,5.5,77,49,285,285,7
53.209,0.001,0.0,-0.001,0.005,0.265,0.284,0.004,0.265,0.286,0.546,0.0,2.36,5.5,65,55,285,285,7
53.226,0.001,-0.0,-0.001,0.008,0.285,0.272,0.008,0.285,0.273,0.544,0.0,2.36,5.5,55,61,285,285,7
53.246,-0.001,0.002,-0.003,0.015,0.305,0.255,0.016,0.304,0.257,0.58,0.0,2.36,5.5,45,70,285,285,7
53.265,-0.002,0.002,-0.003,0.029,0.333,0.224,0.031,0.331,0.227,0.633,0.0,2.36,5.5,30,86,285,285,7
53.306,-0.001,-0.0,-0.001,0.068,0.385,0.167,0.069,0.385,0.168,0.736,0.0,2.36,5.5,4,115,285,285,7
53.326,-0.0,-0.0,-0.001,0.086,0.409,0.142,0.087,0.409,0.143,0.781,0.0,2.36,5.5,0,128,285,285,7
53.343,0.001,-0.001,-0.0,0.103,0.431,0.121,0.102,0.431,0.121,0.823,0.0,2.36,5.5,0,138,285,285,7
53.362,0.001,0.001,-0.002,0.114,0.452,0.1,0.114,0.451,0.102,0.861,0.0,2.36,5.5,0,149,285,285,7
53.379,0.0,0.002,-0.002,0.125,0.467,0.084,0.125,0.465,0.086,0.889,0.0,2.36,5.5,0,157,285,285,7
53.396,0.001,0.001,-0.002,0.133,0.476,0.07,0.132,0.475,0.072,0.906,0.0,2.36,5.5,0,164,285,285,7
53.415,0.001,0.001,-0.002,0.143,0.482,0.051,0.143,0.481,0.053,0.919,0.0,3.14,6.28,0,174,285,285,7
53.433,-0.0,0.001,-0.002,0.153,0.487,0.028,0.154,0.486,0.03,0.928,0.0,3.14,6.28,0,186,285,285,7
53.453,0.001,0.0,-0.001,0.164,0.492,-0.002,0.163,0.491,-0.001,0.938,0.0,3.14,6.28,0,201,285,285,7
53.473,0.002,-0.001,-0.001,0.179,0.492,-0.033,0.177,0.492,-0.033,0.94,0.0,3.14,6.28,0,217,285,285,7
53.489,0.004,-0.001,-0.001,0.192,0.491,-0.058,0.188,0.492,-0.057,0.939,0.0,3.14,6.28,0,229,285,285,7
53.506,0.003,-0.0,-0.001,0.211,0.492,-0.092,0.208,0.492,-0.091,0.94,0.0,3.93,0.79,0,247,285,285,7
53.527,0.002,0.0,-0.001,0.228,0.492,-0.128,0.226,0.492,-0.127,0.94,0.0,3.93,0.79,0,265,285,285,7
53.548,0.001,0.002,-0.003,0.255,0.484,-0.18,0.254,0.482,-0.177,0.921,0.0,3.93,0.79,0,292,285,285,7
53.566,0.002,0.003,-0.003,0.273,0.482,-0.224,0.271,0.479,-0.22,0.914,0.0,3.93,0.79,0,314,285,285,7
53.59,0.001,0.003,-0.003,0.293,0.477,-0.275,0.291,0.474,-0.272,0.906,0.0,3.93,0.79,0,340,285,285,7
53.611,0.001,0.003,-0.004,0.312,0.473,-0.314,0.311,0.47,-0.31,0.898,0.0,3.93,0.79,0,360,285,285,7
53.631,-0.001,0.004,-0.004,0.331,0.47,-0.346,0.332,0.466,-0.341,0.89,0.0,3.93,0.79,0,376,285,285,7
53.652,-0.001,0.003,-0.004,0.351,0.466,-0.378,0.351,0.463,-0.374,0.885,0.0,3.93,0.79,0,393,285,285,7
53.674,0.0,0.001,-0.003,0.364,0.465,-0.407,0.364,0.463,-0.405,0.885,0.0,3.93,0.79,0,400,285,285,7
53.693,0.001,0.0,-0.002,0.371,0.465,-0.429,0.37,0.464,-0.427,0.887,0.0,3.93,0.79,0,400,285,285,7
53.716,0.0,0.001,-0.002,0.38,0.462,-0.455,0.379,0.461,-0.452,0.88,0.0,3.93,0.79,0,400,285,285,7
53.738,0.0,0.002,-0.003,0.388,0.455,-0.48,0.388,0.453,-0.477,0.912,0.0,3.93,0.79,0,400,285,285,7
53.757,0.002,-0.001,-0.0,0.4,0.441,-0.514,0.398,0.441,-0.514,0.981,0.0,3.93,0.79,0,400,285,285,7
53.778,0.001,-0.0,-0.001,0.407,0.426,-0.542,0.406,0.426,-0.541,1.0,0.0,3.93,0.79,0,400,285,285,7
53.801,0.001,0.001,-0.003,0.412,0.405,-0.578,0.411,0.404,-0.576,1.0,0.0,3.93,0.79,0,400,285,285,7
53.821,0.002,0.0,-0.002,0.413,0.384,-0.611,0.411,0.384,-0.609,1.0,0.0,3.93,0.79,4,400,285,285,7
53.84,0.002,-0.001,-0.001,0.406,0.346,-0.645,0.404,0.347,-0.644,1.0,0.0,3.93,0.79,24,400,285,285,7
53.859,0.003,-0.002,0.0,0.398,0.321,-0.661,0.395,0.322,-0.662,1.0,0.0,3.93,0.79,37,400,285,285,7
53.877,0.003,0.0,-0.002,0.38,0.289,-0.673,0.377,0.289,-0.671,1.0,0.0,3.93,0.79,53,400,285,285,7
53.899,0.002,0.002,-0.003,0.352,0.253,-0.669,0.349,0.252,-0.666,1.0,0.0,3.93,0.79,71,400,285,285,7
53.916,0.003,0.002,-0.003,0.329,0.226,-0.659,0.326,0.224,-0.656,1.0,0.0,3.93,0.79,85,400,285,285,7
53.937,0.003,0.001,-0.002,0.309,0.206,-0.651,0.306,0.204,-0.649,1.0,0.0,3.93,0.79,95,400,285,285,7
53.962,0.005,-0.001,-0.0,0.291,0.183,-0.645,0.285,0.184,-0.645,1.0,0.0,3.93,0.79,107,400,285,285,7
53.981,0.004,0.0,-0.002,0.266,0.152,-0.644,0.262,0.152,-0.643,1.0,0.0,3.93,0.79,122,400,285,285,7
54.021,0.005,-0.001,-0.001,0.247,0.139,-0.651,0.242,0.14,-0.65,1.0,0.0,3.93,0.79,129,400,285,285,7
54.043,0.005,-0.001,-0.001,0.233,0.132,-0.656,0.227,0.133,-0.655,1.0,0.0,3.93,0.79,133,400,285,285,7
54.065,0.003,0.001,-0.002,0.219,0.128,-0.668,0.216,0.127,-0.666,1.0,0.0,3.93,0.79,135,400,285,285,7
54.091,0.003,0.001,-0.002,0.205,0.122,-0.679,0.202,0.121,-0.677,1.0,0.0,3.93,0.79,138,400,285,285,7
54.109,0.004,-0.0,-0.001,0.187,0.117,-0.687,0.183,0.117,-0.686,1.0,0.0,3.93,0.79,141,400,285,285,7
54.126,0.003,0.0,-0.001,0.176,0.111,-0.693,0.172,0.111,-0.692,1.0,0.0,3.93,0.79,143,400,285,285,7
54.146,0.003,0.001,-0.002,0.155,0.1,-0.699,0.152,0.099,-0.696,1.0,0.0,3.93,0.79,149,400,285,285,7
54.164,0.003,0.001,-0.003,0.143,0.091,-0.699,0.14,0.091,-0.697,1.0,0.0,3.93,0.79,153,400,285,285,7
54.18,0.003,0.001,-0.002,0.125,0.078,-0.697,0.122,0.078,-0.695,1.0,0.0,3.93,0.79,160,400,285,285,7
54.223,0.002,-0.001,-0.0,0.085,0.04,-0.688,0.083,0.04,-0.688,1.0,0.0,4.71,1.57,180,400,285,285,7
54.243,0.002,-0.001,0.0,0.065,0.019,-0.684,0.063,0.019,-0.684,1.0,0.0,4.71,1.57,190,400,285,285,7
54.284,0.001,0.0,-0.001,0.018,-0.021,-0.673,0.018,-0.022,-0.672,1.0,0.0,4.71,1.57,211,400,285,285,7
54.303,0.001,-0.0,-0.001,-0.002,-0.04,-0.668,-0.003,-0.04,-0.667,1.0,0.0,4.71,1.57,220,400,285,285,7
54.323,0.001,-0.0,-0.001,-0.022,-0.062,-0.659,-0.023,-0.062,-0.658,1.0,0.0,4.71,1.57,232,400,285,285,7
54.343,0.001,-0.001,0.0,-0.042,-0.087,-0.65,-0.043,-0.086,-0.65,1.0,0.0,5.5,2.36,244,400,285,285,7
54.366,0.001,-0.0,-0.001,-0.072,-0.123,-0.635,-0.073,-0.123,-0.634,1.0,0.0,5.5,2.36,263,400,285,285,7
54.386,0.001,0.001,-0.001,-0.09,-0.147,-0.626,-0.091,-0.147,-0.625,1.0,0.0,5.5,2.36,275,400,285,285,7
54.403,0.001,-0.001,0.0,-0.107,-0.17,-0.62,-0.108,-0.169,-0.62,1.0,0.0,5.5,2.36,286,400,285,285,7
54.423,0.002,-0.001,0.0,-0.119,-0.189,-0.614,-0.121,-0.187,-0.614,1.0,0.0,5.5,2.36,296,400,285,285,7
54.442,0.002,-0.001,-0.0,-0.138,-0.221,-0.601,-0.14,-0.22,-0.601,1.0,0.0,5.5,2.36,312,400,285,285,7
54.461,0.0,-0.0,-0.0,-0.153,-0.247,-0.593,-0.153,-0.246,-0.592,1.0,0.0,5.5,2.36,326,400,285,285,7
54.481,-0.001,0.001,-0.001,-0.169,-0.269,-0.59,-0.168,-0.269,-0.589,1.0,0.0,5.5,2.36,337,400,285,285,7
54.498,-0.001,0.002,-0.002,-0.185,-0.288,-0.585,-0.184,-0.29,-0.583,1.0,0.0,5.5,2.36,347,400,285,285,7
54.516,0.0,0.001,-0.002,-0.2,-0.307,-0.578,-0.2,-0.308,-0.576,1.0,0.0,5.5,2.36,356,400,285,285,7
54.534,-0.001,0.001,-0.002,-0.214,-0.325,-0.566,-0.213,-0.327,-0.564,1.0,0.0,5.5,2.36,366,400,285,285,7
54.64,0.001,0.003,-0.003,-0.286,-0.465,-0.422,-0.287,-0.467,-0.419,0.892,0.0,5.5,2.36,400,400,285,285,7
54.659,0.003,0.001,-0.001,-0.289,-0.489,-0.367,-0.292,-0.49,-0.366,0.936,0.0,5.5,2.36,400,387,285,285,7
54.68,0.001,0.001,-0.001,-0.285,-0.507,-0.319,-0.286,-0.508,-0.318,0.97,0.0,5.5,2.36,400,362,285,285,7
54.698,-0.0,0.002,-0.002,-0.275,-0.518,-0.281,-0.275,-0.52,-0.279,0.993,0.0,5.5,2.36,400,343,285,285,7
54.719,0.0,0.002,-0.002,-0.264,-0.529,-0.249,-0.264,-0.531,-0.248,1.0,0.0,5.5,2.36,400,327,285,285,7
54.761,0.001,0.001,-0.001,-0.239,-0.555,-0.164,-0.24,-0.556,-0.163,1.0,0.0,5.5,2.36,400,284,285,285,7
54.78,-0.0,0.001,-0.002,-0.234,-0.574,-0.137,-0.234,-0.575,-0.135,1.0,0.0,5.5,2.36,400,270,285,285,7
54.798,-0.0,0.002,-0.003,-0.224,-0.591,-0.105,-0.224,-0.592,-0.102,1.0,0.0,5.5,2.36,400,254,285,285,7
54.839,0.001,0.0,-0.002,-0.207,-0.61,-0.068,-0.208,-0.611,-0.066,1.0,0.0,5.5,2.36,400,234,285,285,7
54.858,0.002,-0.001,-0.001,-0.196,-0.615,-0.044,-0.197,-0.614,-0.043,1.0,0.0,6.28,3.14,400,222,285,285,7
54.877,0.002,-0.001,-0.001,-0.184,-0.62,-0.021,-0.186,-0.619,-0.02,1.0,0.0,6.28,3.14,400,211,285,285,7
54.898,0.002,0.0,-0.002,-0.169,-0.624,0.01,-0.17,-0.624,0.013,1.0,0.0,6.28,3.14,400,195,285,285,7
54.916,0.001,0.001,-0.003,-0.151,-0.631,0.04,-0.153,-0.632,0.043,1.0,0.0,6.28,3.14,400,179,285,285,7
54.935,0.002,0.0,-0.002,-0.124,-0.631,0.087,-0.125,-0.631,0.089,1.0,0.0,0.79,3.93,400,156,285,285,7
54.952,0.001,-0.001,-0.001,-0.1,-0.628,0.125,-0.101,-0.628,0.126,1.0,0.0,0.79,3.93,400,136,285,285,7
54.973,0.001,-0.001,-0.001,-0.075,-0.621,0.166,-0.076,-0.62,0.167,1.0,0.0,0.79,3.93,400,115,285,285,7
54.994,0.001,-0.0,-0.001,-0.057,-0.612,0.204,-0.058,-0.612,0.205,1.0,0.0,0.79,3.93,400,96,285,285,7
55.013,-0.0,0.001,-0.002,-0.037,-0.601,0.238,-0.037,-0.602,0.24,1.0,0.0,0.79,3.93,400,79,285,285,7
55.031,0.001,0.001,-0.001,-0.021,-0.592,0.259,-0.022,-0.593,0.261,1.0,0.0,0.79,3.93,400,68,285,285,7
55.055,0.001,0.001,-0.002,-0.011,-0.586,0.279,-0.011,-0.587,0.281,1.0,0.0,0.79,3.93,400,58,285,285,7
55.074,0.002,0.0,-0.001,-0.004,-0.581,0.292,-0.006,-0.581,0.293,1.0,0.0,0.79,3.93,400,51,285,285,7
55.089,0.002,0.001,-0.002,0.003,-0.577,0.301,0.001,-0.578,0.302,1.0,0.0,0.79,3.93,400,47,285,285,7
55.109,0.002,0.001,-0.002,0.014,-0.569,0.316,0.012,-0.57,0.318,1.0,0.0,0.79,3.93,400,39,285,285,7
55.128,0.002,0.0,-0.001,0.026,-0.56,0.332,0.023,-0.56,0.334,1.0,0.0,0.79,3.93,400,31,285,285,7
55.15,0.0,0.002,-0.003,0.04,-0.544,0.354,0.039,-0.546,0.356,1.0,0.0,0.79,3.93,400,20,285,285,7
55.168,0.001,0.002,-0.003,0.047,-0.529,0.369,0.047,-0.532,0.372,1.0,0.0,0.79,3.93,400,12,285,285,7
55.185,0.002,0.001,-0.002,0.053,-0.515,0.378,0.051,-0.517,0.38,0.987,0.0,0.79,3.93,400,7,285,285,7
55.205,0.002,-0.001,-0.001,0.058,-0.492,0.386,0.056,-0.491,0.387,0.938,0.0,0.79,3.93,400,3,285,285,7
55.228,0.003,-0.001,-0.001,0.059,-0.473,0.389,0.056,-0.472,0.389,0.902,0.0,0.79,3.93,400,2,285,285,7
55.246,0.003,-0.0,-0.002,0.061,-0.444,0.385,0.058,-0.444,0.387,0.848,0.0,0.79,3.93,400,4,285,285,7
55.285,0.003,0.002,-0.003,0.058,-0.385,0.371,0.055,-0.387,0.374,0.74,0.0,0.79,3.93,396,11,285,285,7
55.304,0.002,0.002,-0.003,0.054,-0.347,0.365,0.051,-0.35,0.368,0.703,0.0,0.79,3.93,377,14,285,285,7
55.324,0.004,-0.0,-0.001,0.05,-0.309,0.359,0.047,-0.309,0.36,0.687,0.0,0.79,3.93,357,17,285,285,7
