Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Teacher Intensity,Student Intensity,Angle Teacher,Angle Student,Ball-x,Ball-y,Target-x,Target-y,Target Number,Score,Target Duration,Training Mode,Is Testing Boolean
0.314,-0.042,0.002,0.046,0.0,-0.002,0.001,0.042,-0.001,-0.047,0,0,0,0,302,298,480,300,8,0,0,3,True
0.334,-0.042,0.002,0.046,0.0,-0.002,0.002,0.043,-0.0,-0.047,0,0,0,0,302,298,480,300,8,0,0,3,True
0.35,-0.042,0.002,0.046,0.0,-0.002,0.002,0.043,-0.001,-0.047,0,0,0,0,302,298,480,300,8,0,0,3,True
0.37,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,-0.001,-0.048,0,0,0,0,302,298,480,300,8,0,0,3,True
0.392,-0.042,0.002,0.046,0.0,-0.002,0.002,0.043,-0.0,-0.048,0,0,0,0,302,298,480,300,8,0,0,3,True
0.412,-0.042,0.002,0.046,0.0,-0.002,0.002,0.043,-0.0,-0.047,0,0,0,0,302,298,480,300,8,0,0,3,True
0.43,-0.042,0.002,0.046,0.0,-0.002,0.002,0.043,-0.0,-0.048,0,0,0,0,302,297,480,300,8,0,0,3,True
0.454,-0.042,0.001,0.046,0.0,-0.002,0.002,0.042,0.001,-0.048,0,0,0,0,302,297,480,300,8,0,0,3,True
0.474,-0.042,0.0,0.046,0.0,-0.002,0.002,0.042,0.001,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.493,-0.042,0.0,0.046,0.0,-0.002,0.002,0.042,0.001,-0.047,0,0,0,0,303,297,480,300,8,0,0,3,True
0.514,-0.042,0.001,0.046,0.0,-0.002,0.002,0.043,0.001,-0.047,0,0,0,0,302,297,480,300,8,0,0,3,True
0.535,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,-0.0,-0.047,0,0,0,0,302,297,480,300,8,0,0,3,True
0.554,-0.041,0.003,0.046,0.0,-0.002,0.002,0.042,-0.001,-0.047,0,0,0,0,302,297,480,300,8,0,0,3,True
0.577,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,0.0,-0.047,0,0,0,0,302,297,480,300,8,0,0,3,True
0.599,-0.041,0.002,0.045,0.0,-0.002,0.002,0.042,-0.0,-0.047,0,0,0,0,303,297,480,300,8,0,0,3,True
0.619,-0.041,0.002,0.045,0.0,-0.002,0.002,0.042,-0.0,-0.047,0,0,0,0,302,297,480,300,8,0,0,3,True
0.639,-0.042,0.002,0.046,0.0,-0.002,0.002,0.043,0.0,-0.047,0,0,0,0,302,297,480,300,8,0,0,3,True
0.658,-0.042,0.001,0.046,0.0,-0.002,0.002,0.043,0.001,-0.048,0,0,0,0,302,297,480,300,8,0,0,3,True
0.679,-0.042,0.001,0.046,0.0,-0.002,0.002,0.043,0.001,-0.048,0,0,0,0,302,297,480,300,8,0,0,3,True
0.699,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,0.0,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.723,-0.042,0.001,0.046,0.0,-0.002,0.002,0.042,0.001,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.742,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,-0.0,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.761,-0.042,0.003,0.046,0.0,-0.002,0.002,0.042,-0.001,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.781,-0.042,0.003,0.046,0.0,-0.002,0.002,0.042,-0.001,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.802,-0.042,0.003,0.046,0.0,-0.002,0.002,0.043,-0.001,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.822,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,-0.0,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.839,-0.042,0.003,0.047,0.0,-0.002,0.002,0.043,-0.001,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.859,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,-0.0,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.875,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,-0.0,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.901,-0.041,0.002,0.046,0.0,-0.002,0.002,0.041,-0.0,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.918,-0.042,0.003,0.046,0.0,-0.002,0.002,0.042,-0.001,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.934,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,-0.0,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.957,-0.042,0.002,0.046,0.0,-0.002,0.002,0.042,-0.0,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
0.978,-0.042,0.003,0.046,0.0,-0.002,0.002,0.042,-0.001,-0.047,0,0,0,0,303,297,480,300,8,0,0,3,True
0.998,-0.042,0.004,0.046,0.0,-0.002,0.002,0.042,-0.002,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
1.016,-0.042,0.004,0.046,0.0,-0.002,0.002,0.042,-0.002,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
1.037,-0.042,0.004,0.046,0.0,-0.002,0.002,0.042,-0.002,-0.047,0,0,0,0,303,297,480,300,8,0,0,3,True
1.056,-0.042,0.004,0.046,0.0,-0.002,0.002,0.042,-0.002,-0.048,0,0,0,0,303,297,480,300,8,0,0,3,True
1.075,-0.042,0.004,0.045,0.0,-0.002,0.002,0.042,-0.002,-0.047,0,0,0,0,303,297,480,300,8,0,0,3,True
1.092,-0.042,0.005,0.045,0.0,-0.002,0.002,0.042,-0.002,-0.047,0,0,0,0,303,297,480,300,8,0,0,3,True
1.111,-0.041,0.004,0.045,0.0,-0.002,0.002,0.042,-0.002,-0.047,0,0,0,0,303,296,480,300,8,0,0,3,True
1.13,-0.041,0.004,0.044,0.0,-0.002,0.002,0.041,-0.001,-0.047,0,0,0,0,303,296,480,300,8,0,0,3,True
1.15,-0.04,0.003,0.044,0.0,-0.002,0.002,0.041,-0.0,-0.046,0,0,0,0,304,296,480,300,8,0,0,3,True
1.168,-0.04,0.002,0.044,0.0,-0.003,0.003,0.04,0.0,-0.046,0,0,0,0,304,296,480,300,8,0,0,3,True
1.188,-0.039,-0.001,0.044,0.001,-0.003,0.003,0.04,0.004,-0.047,0,0,0,0,304,296,480,300,8,0,0,3,True
1.207,-0.039,-0.005,0.044,0.001,-0.003,0.003,0.039,0.007,-0.047,0,0,0,0,305,296,480,300,8,0,0,3,True
1.227,-0.038,-0.007,0.045,0.001,-0.003,0.002,0.039,0.01,-0.048,0,0,0,0,305,296,480,300,8,0,0,3,True
1.244,-0.038,-0.011,0.044,0.001,-0.004,0.002,0.039,0.013,-0.048,0,0,0,0,305,297,480,300,8,0,0,3,True
1.263,-0.037,-0.015,0.045,0.001,-0.004,0.002,0.039,0.017,-0.049,0,0,0,0,306,297,480,300,8,0,0,3,True
1.283,-0.037,-0.019,0.045,0.001,-0.004,0.002,0.038,0.021,-0.049,0,0,0,0,306,297,480,300,8,0,0,3,True
1.309,-0.037,-0.022,0.046,0.002,-0.005,0.001,0.038,0.023,-0.051,0,0,0,0,307,298,480,300,8,0,0,3,True
1.326,-0.036,-0.024,0.046,0.002,-0.005,0.001,0.038,0.025,-0.051,0,0,0,0,308,299,480,300,8,0,0,3,True
1.348,-0.036,-0.027,0.047,0.002,-0.005,0.0,0.038,0.027,-0.052,0,0,0,0,308,300,480,300,8,0,0,3,True
1.368,-0.036,-0.028,0.047,0.003,-0.006,-0.001,0.039,0.027,-0.053,0,0,0,0,309,301,480,300,8,0,0,3,True
1.387,-0.036,-0.029,0.047,0.003,-0.006,-0.002,0.039,0.027,-0.053,0,0,0,0,309,303,480,300,8,0,0,3,True
1.404,-0.048,-0.035,0.05,0.004,-0.006,-0.003,0.052,0.031,-0.056,0,0,0,0,310,305,480,300,8,0,0,3,True
1.425,-0.058,-0.033,0.05,0.004,-0.007,-0.004,0.062,0.028,-0.057,0,0,0,0,310,306,480,300,8,0,0,3,True
1.444,-0.053,-0.018,0.047,0.005,-0.007,-0.006,0.058,0.012,-0.054,0,0,0,0,310,309,480,300,8,0,0,3,True
1.469,-0.041,0.005,0.047,0.005,-0.007,-0.008,0.046,-0.013,-0.054,0,0,0,0,311,312,480,300,8,0,0,3,True
1.49,-0.042,0.02,0.054,0.006,-0.007,-0.009,0.047,-0.03,-0.062,0,0,0,0,311,314,480,300,8,0,0,3,True
1.509,-0.045,0.024,0.063,0.006,-0.007,-0.011,0.051,-0.035,-0.07,0.0,0.0,4.71,1.57,311,316,480,300,8,0,0,3,True
1.548,-0.053,0.037,0.083,0.007,-0.008,-0.013,0.06,-0.05,-0.091,0.0,0.0,4.71,1.57,312,321,480,300,8,0,0,3,True
1.587,-0.059,0.038,0.085,0.008,-0.008,-0.017,0.067,-0.054,-0.093,0.0,0.0,4.71,1.57,312,325,480,300,8,0,0,3,True
1.616,-0.055,0.07,0.119,0.004,-0.013,-0.023,0.059,-0.093,-0.131,0.0,0.0,5.5,2.36,320,336,480,300,8,0,0,3,True
1.639,-0.056,0.075,0.12,-0.002,-0.014,-0.09,0.054,-0.165,-0.134,0.0,0.0,5.5,2.36,321,437,480,300,8,0,0,3,True
1.657,-0.089,0.065,0.151,-0.002,-0.019,-0.149,0.087,-0.213,-0.17,0.0,0.0,5.5,2.36,329,527,480,300,8,0,0,3,True
1.676,-0.161,-0.023,0.206,-0.0,-0.021,-0.155,0.161,-0.132,-0.228,0.0,0.0,5.5,2.36,333,537,480,300,8,0,0,3,True
1.704,-0.222,-0.108,0.257,0.011,-0.018,-0.144,0.233,-0.036,-0.275,0.0,0.0,4.71,1.57,327,520,480,300,8,0,0,3,True
1.724,-0.236,-0.136,0.281,0.015,-0.017,-0.133,0.251,0.003,-0.297,0.0,0.0,4.71,1.57,325,503,480,300,8,0,0,3,True
1.743,-0.232,-0.14,0.286,0.024,-0.016,-0.128,0.256,0.012,-0.302,0.0,0.0,4.71,1.57,325,496,480,300,8,0,0,3,True
1.774,-0.211,-0.136,0.286,0.021,-0.032,-0.152,0.233,-0.016,-0.317,0.0,0.0,4.71,1.57,349,532,480,300,8,0,0,3,True
1.814,-0.198,-0.146,0.281,0.022,-0.031,-0.167,0.221,-0.02,-0.311,0.0,0.0,4.71,1.57,347,555,480,300,8,0,0,3,True
1.834,-0.176,-0.148,0.28,0.022,-0.028,-0.163,0.199,-0.015,-0.308,0.0,0.0,4.71,1.57,343,549,480,300,8,0,0,3,True
1.875,-0.182,-0.122,0.274,0.042,-0.019,-0.117,0.224,0.005,-0.293,0.0,0.0,4.71,1.57,329,479,480,300,8,0,0,3,True
1.895,-0.183,-0.086,0.262,0.041,-0.019,-0.098,0.224,-0.011,-0.281,0.0,0.0,4.71,1.57,329,449,480,300,8,0,0,3,True
1.912,-0.185,-0.062,0.244,0.041,-0.018,-0.076,0.226,-0.014,-0.262,0.0,0.0,4.71,1.57,327,417,480,300,8,0,0,3,True
1.938,-0.212,-0.02,0.203,0.035,-0.036,-0.064,0.247,-0.044,-0.239,0.0,0.0,4.71,1.57,356,397,480,300,8,0,0,3,True
1.958,-0.262,0.049,0.13,0.036,-0.039,-0.061,0.298,-0.11,-0.168,0.0,0.0,5.5,2.36,359,393,480,300,8,0,0,3,True
2.0,-0.279,0.06,0.139,0.031,-0.04,-0.086,0.311,-0.145,-0.179,0.0,0.0,5.5,2.36,362,431,480,300,8,0,0,3,True
2.02,-0.38,0.093,0.191,0.029,-0.035,-0.11,0.41,-0.203,-0.226,0.0,0.0,5.5,2.36,354,468,480,300,8,0,0,3,True
2.047,-0.377,0.062,0.244,0.02,-0.027,-0.147,0.397,-0.209,-0.272,0.0,0.0,5.5,2.36,342,525,480,300,8,0,0,3,True
2.065,-0.37,0.025,0.297,0.004,-0.009,-0.165,0.374,-0.191,-0.306,0.0,0.0,5.5,2.36,314,552,480,300,8,0,0,3,True
2.084,-0.336,-0.01,0.291,-0.008,0.018,-0.179,0.328,-0.169,-0.273,0.0,0.0,5.5,2.36,272,574,480,300,8,0,0,3,True
2.106,-0.32,-0.029,0.287,-0.0,0.039,-0.185,0.319,-0.156,-0.249,0.0,0.0,5.5,2.36,241,582,480,300,8,0,0,3,True
2.127,-0.282,-0.021,0.266,0.019,0.029,-0.17,0.3,-0.149,-0.237,0.0,0.0,5.5,2.36,256,559,480,300,8,0,0,3,True
2.148,-0.254,0.007,0.232,0.039,0.003,-0.149,0.293,-0.156,-0.229,0.0,0.0,5.5,2.36,295,527,480,300,8,0,0,3,True
2.164,-0.251,0.024,0.191,0.046,-0.023,-0.136,0.298,-0.16,-0.213,0.0,0.0,5.5,2.36,335,508,480,300,8,0,0,3,True
2.184,-0.251,0.05,0.146,0.047,-0.05,-0.126,0.298,-0.176,-0.196,0.0,0.0,5.5,2.36,376,492,480,300,8,0,0,3,True
2.205,-0.255,0.085,0.096,0.04,-0.067,-0.125,0.296,-0.211,-0.163,0.0,0.0,5.5,2.36,403,491,480,300,8,0,0,3,True
2.224,-0.265,0.136,0.039,0.04,-0.07,-0.122,0.305,-0.258,-0.109,0.0,0.0,5.5,2.36,407,486,480,300,8,0,0,3,True
2.244,-0.275,0.205,-0.039,0.038,-0.074,-0.121,0.313,-0.326,-0.035,0.0,0.0,6.28,3.14,413,485,480,300,8,0,0,3,True
2.262,-0.279,0.238,-0.073,0.036,-0.075,-0.121,0.315,-0.359,-0.001,0.0,0.0,6.28,3.14,414,485,480,300,8,0,0,3,True
2.279,-0.279,0.252,-0.075,0.035,-0.081,-0.127,0.315,-0.378,-0.006,0.0,0.0,6.28,3.14,424,493,480,300,8,0,0,3,True
2.299,-0.278,0.356,-0.079,0.036,-0.088,-0.133,0.314,-0.489,-0.009,0.0,0.0,6.28,3.14,434,503,480,300,8,0,0,3,True
2.319,-0.273,0.402,-0.049,0.034,-0.095,-0.146,0.307,-0.548,-0.045,0,0,6.28,3.14,445,523,480,300,8,0,0,3,True
2.341,-0.261,0.387,0.009,0.033,-0.092,-0.155,0.294,-0.542,-0.101,0,0,5.5,2.36,441,536,480,300,8,0,0,3,True
2.363,-0.247,0.369,0.035,0.036,-0.097,-0.155,0.283,-0.524,-0.132,0,0,5.5,2.36,448,537,480,300,8,0,0,3,True
2.383,-0.236,0.366,0.053,0.041,-0.097,-0.143,0.277,-0.509,-0.151,0.0,0.0,5.5,2.36,449,518,480,300,8,0,0,3,True
2.427,-0.225,0.378,0.044,0.043,-0.093,-0.116,0.268,-0.494,-0.137,0.0,0.0,5.5,2.36,443,477,480,300,8,0,0,3,True
2.444,-0.174,0.419,-0.043,0.041,-0.097,-0.118,0.215,-0.537,-0.054,0,0,6.28,3.14,449,480,480,300,8,0,0,3,True
2.464,-0.14,0.446,-0.048,0.037,-0.109,-0.128,0.177,-0.574,-0.061,0,0,6.28,3.14,467,496,480,300,8,0,0,3,True
2.483,-0.124,0.446,-0.041,0.033,-0.121,-0.148,0.157,-0.593,-0.08,0,0,5.5,2.36,485,526,480,300,8,0,0,3,True
2.5,-0.122,0.43,-0.023,0.031,-0.121,-0.161,0.154,-0.591,-0.099,0,0,5.5,2.36,485,546,480,300,8,0,0,3,True
2.518,-0.116,0.403,-0.005,0.027,-0.116,-0.175,0.143,-0.579,-0.111,0,0,5.5,2.36,478,568,480,300,8,0,0,3,True
2.534,-0.101,0.376,-0.005,0.035,-0.13,-0.182,0.136,-0.558,-0.125,0,0,5.5,2.36,498,578,480,300,8,0,0,3,True
2.554,-0.093,0.367,-0.0,0.037,-0.138,-0.188,0.131,-0.555,-0.138,0,0,5.5,2.36,510,587,480,300,8,0,0,3,True
2.574,-0.086,0.355,0.01,0.044,-0.142,-0.184,0.131,-0.539,-0.152,0,0,5.5,2.36,517,582,480,300,8,0,0,3,True
2.594,-0.085,0.363,0.017,0.047,-0.145,-0.177,0.132,-0.54,-0.162,0,0,5.5,2.36,521,570,480,300,8,0,0,3,True
2.614,-0.076,0.376,0.009,0.051,-0.146,-0.16,0.127,-0.536,-0.155,0,0,5.5,2.36,524,545,480,300,8,0,0,3,True
2.635,-0.076,0.407,-0.017,0.058,-0.155,-0.139,0.135,-0.546,-0.138,0,0,5.5,2.36,537,512,480,300,8,0,0,3,True
2.652,-0.072,0.454,-0.06,0.061,-0.158,-0.124,0.133,-0.578,-0.098,0,0,5.5,2.36,541,489,480,300,8,0,0,3,True
2.671,-0.058,0.497,-0.108,0.058,-0.167,-0.115,0.116,-0.612,-0.059,0,0,6.28,3.14,556,475,480,300,8,0,0,3,True
2.689,-0.049,0.527,-0.133,0.055,-0.174,-0.121,0.104,-0.649,-0.041,0,0,6.28,3.14,566,486,480,300,8,0,0,3,True
2.706,-0.058,0.544,-0.135,0.052,-0.176,-0.131,0.111,-0.676,-0.041,0,0,6.28,3.14,570,501,480,300,8,0,0,3,True
2.725,-0.061,0.534,-0.14,0.046,-0.187,-0.153,0.106,-0.687,-0.047,0,0,6.28,3.14,586,534,480,300,8,0,0,3,True
2.752,-0.054,0.491,-0.123,0.03,-0.186,-0.19,0.083,-0.681,-0.064,0,0,6.28,3.14,584,590,480,300,8,0,0,3,True
2.772,-0.059,0.45,-0.067,0.027,-0.173,-0.206,0.086,-0.655,-0.106,0,0,5.5,2.36,564,600,480,300,8,0,0,3,True
2.788,-0.075,0.413,-0.051,0.036,-0.172,-0.201,0.111,-0.614,-0.121,0,0,5.5,2.36,563,600,480,300,8,0,0,3,True
2.805,-0.074,0.402,-0.042,0.04,-0.17,-0.195,0.114,-0.597,-0.128,0,0,5.5,2.36,559,598,480,300,8,0,0,3,True
2.821,-0.065,0.413,-0.018,0.049,-0.167,-0.176,0.114,-0.589,-0.149,0,0,5.5,2.36,555,569,480,300,8,0,0,3,True
2.842,-0.049,0.44,-0.004,0.062,-0.172,-0.149,0.111,-0.588,-0.168,0,0,5.5,2.36,562,527,480,300,8,0,0,3,True
2.86,-0.039,0.448,0.002,0.061,-0.18,-0.139,0.1,-0.587,-0.181,0,0,5.5,2.36,575,512,480,300,8,0,0,3,True
2.882,-0.04,0.428,-0.008,0.066,-0.195,-0.119,0.106,-0.547,-0.187,0,0,5.5,2.36,598,482,480,300,8,0,0,3,True
2.898,-0.036,0.426,-0.012,0.069,-0.206,-0.107,0.104,-0.533,-0.194,0,0,5.5,2.36,600,463,480,300,8,0,0,3,True
2.914,-0.031,0.424,-0.017,0.072,-0.224,-0.093,0.103,-0.517,-0.207,0.0,0.0,5.5,2.36,600,443,480,300,8,0,0,3,True
2.931,-0.029,0.42,-0.023,0.073,-0.24,-0.087,0.102,-0.507,-0.216,0.0,0.0,5.5,2.36,600,433,480,300,8,0,0,3,True
2.948,-0.027,0.415,-0.029,0.074,-0.248,-0.085,0.101,-0.501,-0.22,0.0,0.0,5.5,2.36,600,430,480,300,8,0,0,3,True
2.978,-0.019,0.417,-0.03,0.073,-0.25,-0.089,0.092,-0.506,-0.22,0.0,0.0,5.5,2.36,600,436,480,300,8,0,0,3,True
2.994,-0.021,0.415,-0.029,0.07,-0.249,-0.092,0.091,-0.507,-0.22,0.0,0.0,5.5,2.36,600,440,480,300,8,0,0,3,True
3.01,-0.021,0.416,-0.035,0.069,-0.251,-0.093,0.09,-0.51,-0.216,0.0,0.0,5.5,2.36,600,443,480,300,8,0,0,3,True
3.027,-0.016,0.417,-0.041,0.076,-0.254,-0.089,0.093,-0.505,-0.213,0.0,0.0,5.5,2.36,600,435,480,300,8,0,0,3,True
3.05,-0.02,0.4,-0.034,0.077,-0.255,-0.086,0.097,-0.486,-0.221,0.0,0.0,5.5,2.36,600,432,480,300,8,0,0,3,True
3.065,-0.018,0.389,-0.042,0.076,-0.255,-0.086,0.095,-0.475,-0.213,0.0,0.0,5.5,2.36,600,431,480,300,8,0,0,3,True
3.089,-0.023,0.386,-0.035,0.076,-0.254,-0.086,0.1,-0.472,-0.219,0.0,0.0,5.5,2.36,600,431,480,300,8,0,0,3,True
3.145,-0.027,0.38,-0.031,0.076,-0.254,-0.085,0.103,-0.466,-0.223,0.0,0.0,5.5,2.36,600,431,480,300,8,0,0,3,True
3.162,-0.03,0.37,-0.027,0.076,-0.253,-0.084,0.106,-0.454,-0.225,0.0,0.0,5.5,2.36,600,429,480,300,8,0,0,3,True
3.186,-0.031,0.367,-0.027,0.076,-0.252,-0.084,0.106,-0.451,-0.225,0.0,0.0,5.5,2.36,600,428,480,300,8,0,0,3,True
3.205,-0.032,0.363,-0.026,0.075,-0.252,-0.083,0.107,-0.447,-0.226,0.0,0.0,5.5,2.36,600,427,480,300,8,0,0,3,True
3.223,-0.033,0.36,-0.026,0.075,-0.252,-0.083,0.108,-0.443,-0.226,0.0,0.0,5.5,2.36,600,426,480,300,8,0,0,3,True
3.243,-0.033,0.36,-0.026,0.075,-0.252,-0.082,0.108,-0.442,-0.226,0.0,0.0,5.5,2.36,600,425,480,300,8,0,0,3,True
3.264,-0.033,0.358,-0.025,0.075,-0.252,-0.082,0.108,-0.44,-0.226,0.0,0.0,5.5,2.36,600,425,480,300,8,0,0,3,True
3.284,-0.033,0.356,-0.025,0.075,-0.252,-0.081,0.108,-0.437,-0.226,0.0,0.0,5.5,2.36,600,424,480,300,8,0,0,3,True
3.301,-0.033,0.355,-0.025,0.075,-0.251,-0.081,0.108,-0.436,-0.226,0.0,0.0,5.5,2.36,600,423,480,300,8,0,0,3,True
3.317,-0.034,0.355,-0.025,0.075,-0.251,-0.08,0.109,-0.435,-0.226,0.0,0.0,5.5,2.36,600,422,480,300,8,0,0,3,True
3.339,-0.034,0.355,-0.025,0.075,-0.251,-0.079,0.109,-0.434,-0.226,0.0,0.0,5.5,2.36,600,421,480,300,8,0,0,3,True
3.36,-0.034,0.354,-0.025,0.075,-0.251,-0.079,0.109,-0.432,-0.226,0.0,0.0,5.5,2.36,600,420,480,300,8,0,0,3,True
3.38,-0.034,0.354,-0.026,0.075,-0.251,-0.077,0.109,-0.431,-0.225,0.0,0.0,5.5,2.36,600,418,480,300,8,0,0,3,True
3.417,-0.035,0.353,-0.026,0.075,-0.251,-0.075,0.11,-0.429,-0.225,0.0,0.0,5.5,2.36,600,415,480,300,8,0,0,3,True
3.437,-0.035,0.354,-0.026,0.075,-0.251,-0.074,0.11,-0.428,-0.225,0.0,0.0,5.5,2.36,600,413,480,300,8,0,0,3,True
3.453,-0.035,0.355,-0.026,0.075,-0.251,-0.073,0.11,-0.428,-0.225,0.0,0.0,5.5,2.36,600,411,480,300,8,0,0,3,True
3.475,-0.035,0.355,-0.026,0.075,-0.251,-0.072,0.11,-0.427,-0.225,0.0,0.0,5.5,2.36,600,410,480,300,8,0,0,3,True
3.492,-0.035,0.355,-0.026,0.075,-0.251,-0.071,0.11,-0.426,-0.225,0.0,0.0,5.5,2.36,600,408,480,300,8,0,0,3,True
3.513,-0.035,0.356,-0.026,0.075,-0.251,-0.069,0.11,-0.425,-0.225,0.0,0.0,5.5,2.36,600,406,480,300,8,0,0,3,True
3.53,-0.035,0.356,-0.026,0.075,-0.251,-0.068,0.11,-0.425,-0.225,0.0,0.0,5.5,2.36,600,404,480,300,8,0,0,3,True
3.55,-0.035,0.357,-0.026,0.075,-0.251,-0.067,0.111,-0.424,-0.225,0.0,0.0,5.5,2.36,600,402,480,300,8,0,0,3,True
3.569,-0.035,0.358,-0.026,0.075,-0.251,-0.065,0.111,-0.423,-0.225,0.0,0.0,5.5,2.36,600,400,480,300,8,0,0,3,True
3.588,-0.035,0.358,-0.026,0.076,-0.251,-0.064,0.111,-0.422,-0.225,0.0,0.0,5.5,2.36,600,398,480,300,8,0,0,3,True
3.607,-0.036,0.358,-0.026,0.076,-0.251,-0.063,0.112,-0.421,-0.225,0.0,0.0,5.5,2.36,600,396,480,300,8,0,0,3,True
3.626,-0.035,0.358,-0.026,0.076,-0.251,-0.062,0.111,-0.42,-0.225,0.0,0.0,5.5,2.36,600,395,480,300,8,0,0,3,True
3.645,-0.035,0.359,-0.026,0.076,-0.251,-0.061,0.112,-0.419,-0.224,0.0,0.0,5.5,2.36,600,393,480,300,8,0,0,3,True
3.665,-0.035,0.359,-0.026,0.076,-0.251,-0.06,0.112,-0.418,-0.224,0.0,0.0,5.5,2.36,600,391,480,300,8,0,0,3,True
3.685,-0.035,0.358,-0.026,0.076,-0.251,-0.059,0.112,-0.417,-0.224,0.0,0.0,5.5,2.36,600,390,480,300,8,0,0,3,True
3.705,-0.036,0.358,-0.026,0.077,-0.25,-0.058,0.113,-0.416,-0.224,0.0,0.0,5.5,2.36,600,388,480,300,8,0,0,3,True
3.731,-0.036,0.358,-0.026,0.077,-0.251,-0.057,0.113,-0.415,-0.225,0.0,0.0,5.5,2.36,600,387,480,300,8,0,0,3,True
3.748,-0.035,0.359,-0.026,0.077,-0.25,-0.056,0.113,-0.415,-0.224,0.0,0.0,5.5,2.36,600,386,480,300,8,0,0,3,True
3.763,-0.035,0.359,-0.026,0.077,-0.251,-0.055,0.113,-0.414,-0.224,0.0,0.0,5.5,2.36,600,385,480,300,8,0,0,3,True
3.782,-0.035,0.358,-0.027,0.078,-0.25,-0.055,0.113,-0.413,-0.224,0.0,0.0,5.5,2.36,600,383,480,300,8,0,0,3,True
3.802,-0.035,0.359,-0.026,0.078,-0.25,-0.054,0.113,-0.413,-0.224,0.0,0.0,5.5,2.36,600,383,480,300,8,0,0,3,True
