Time,Teacher-x,Teacher-y,Teacher-z,Student-x,Student-y,Student-z,Difference-x,Difference-y,Difference-z,Teacher Intensity,Student Intensity,Angle Teacher,Angle Student,Ball-x,Ball-y,Target-x,Target-y,Score,Target Duration,Training Mode,Is Testing Boolean
8.115,0.0,0.0,-0.001,0.002,0.002,0.0,0.001,0.002,0.002,0,0,0,0,300,302,300,300,28100,0.041,2,False
8.138,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,300,301,300,300,28200,0.025,2,False
8.161,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,300,301,300,300,28300,0.023,2,False
8.187,0.0,0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,300,302,300,300,28400,0.023,2,False
8.213,0.0,0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,299,302,300,300,28500,0.026,2,False
8.237,0.0,0.0,-0.001,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,299,302,300,300,28600,0.027,2,False
8.259,0.0,0.0,-0.001,0.002,0.002,0.0,0.002,0.001,0.001,0,0,0,0,299,302,300,300,28700,0.024,2,False
8.284,0.0,0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.001,0,0,0,0,299,302,300,300,28800,0.022,2,False
8.306,0.0,0.0,-0.001,0.002,0.002,-0.0,0.001,0.001,0.001,0,0,0,0,299,302,300,300,28900,0.026,2,False
8.334,0.0,0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,299,302,300,300,29000,0.021,2,False
8.353,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,302,300,300,29100,0.028,2,False
8.37,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,302,300,300,29200,0.019,2,False
8.392,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,300,302,300,300,29300,0.017,2,False
8.412,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,302,300,300,29400,0.022,2,False
8.431,0.0,0.0,-0.001,0.003,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,302,300,300,29500,0.02,2,False
8.452,0.0,0.0,-0.001,0.003,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,302,300,300,29600,0.02,2,False
8.475,0.0,0.0,-0.001,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,299,301,300,300,29700,0.022,2,False
8.498,0.0,0.0,-0.001,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,299,301,300,300,29800,0.022,2,False
8.517,0.0,0.0,-0.001,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,299,301,300,300,29900,0.023,2,False
8.538,0.0,0.0,-0.001,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,299,301,300,300,30000,0.019,2,False
8.561,0.0,0.0,-0.001,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,299,301,300,300,30100,0.022,2,False
8.585,0.0,0.0,-0.001,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,299,301,300,300,30200,0.022,2,False
8.609,0.0,0.0,-0.001,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,299,301,300,300,30300,0.024,2,False
8.631,0.0,-0.0,-0.001,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,299,301,300,300,30400,0.024,2,False
8.658,0.0,-0.0,-0.001,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,299,301,300,300,30500,0.023,2,False
8.681,0.0,-0.0,-0.001,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,299,301,300,300,30600,0.026,2,False
8.707,0.0,-0.0,-0.001,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,299,301,300,300,30700,0.023,2,False
8.731,0.0,-0.0,-0.001,0.003,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,299,301,300,300,30800,0.026,2,False
8.766,0.0,-0.0,-0.001,0.003,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,299,301,300,300,30900,0.024,2,False
8.787,0.0,0.0,-0.001,0.003,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,299,301,300,300,31000,0.034,2,False
8.812,0.0,0.0,-0.001,0.003,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,299,301,300,300,31100,0.022,2,False
8.837,0.0,0.0,-0.001,0.003,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,299,301,300,300,31200,0.025,2,False
8.879,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,301,300,300,31300,0.026,2,False
8.898,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,301,300,300,31400,0.041,2,False
8.941,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,301,300,300,31500,0.02,2,False
8.966,0.0,0.0,-0.001,0.002,0.002,0.001,0.001,0.002,0.002,0,0,0,0,299,301,300,300,31600,0.043,2,False
8.989,0.0,0.0,-0.001,0.002,0.002,0.001,0.001,0.002,0.002,0,0,0,0,299,301,300,300,31700,0.025,2,False
9.031,0.0,0.0,-0.001,0.002,0.002,0.001,0.002,0.002,0.001,0,0,0,0,299,301,300,300,31800,0.023,2,False
9.053,0.0,-0.0,-0.001,0.002,0.002,0.001,0.001,0.002,0.002,0,0,0,0,299,301,300,300,31900,0.042,2,False
9.082,0.0,-0.0,-0.001,0.002,0.001,0.001,0.001,0.003,0.001,0,0,0,0,299,301,300,300,32000,0.022,2,False
9.109,0.0,0.0,-0.001,0.002,0.001,0.001,0.001,0.003,0.001,0,0,0,0,299,301,300,300,32100,0.03,2,False
9.154,0.0,-0.0,-0.001,0.002,0.002,0.002,0.002,0.003,0.002,0,0,0,0,299,301,300,300,32200,0.026,2,False
9.184,0.0,-0.0,-0.001,0.002,0.002,0.002,0.002,0.003,0.002,0,0,0,0,299,300,300,300,32300,0.045,2,False
9.207,0.0,-0.0,-0.001,0.002,0.002,0.002,0.002,0.003,0.002,0,0,0,0,299,300,300,300,32400,0.03,2,False
9.23,0.0,-0.0,-0.001,0.002,0.002,0.002,0.002,0.003,0.002,0,0,0,0,299,300,300,300,32500,0.023,2,False
9.254,0.0,-0.0,-0.001,0.002,0.002,0.001,0.002,0.003,0.002,0,0,0,0,299,301,300,300,32600,0.023,2,False
9.282,0.0,-0.0,-0.002,0.002,0.002,0.001,0.002,0.003,0.002,0,0,0,0,299,301,300,300,32700,0.024,2,False
9.308,0.0,-0.0,-0.001,0.002,0.002,0.001,0.002,0.003,0.002,0,0,0,0,299,301,300,300,32800,0.029,2,False
9.331,0.0,-0.0,-0.001,0.002,0.002,0.001,0.001,0.002,0.002,0,0,0,0,299,301,300,300,32900,0.028,2,False
9.352,0.0,-0.0,-0.002,0.002,0.002,0.001,0.001,0.003,0.002,0,0,0,0,299,301,300,300,33000,0.021,2,False
9.371,0.0,-0.0,-0.002,0.002,0.002,0.002,0.001,0.003,0.002,0,0,0,0,299,301,300,300,33100,0.021,2,False
9.39,0.0,-0.0,-0.002,0.002,0.002,0.001,0.001,0.003,0.002,0,0,0,0,299,301,300,300,33200,0.02,2,False
9.405,0.0,-0.0,-0.002,0.002,0.002,0.001,0.001,0.003,0.002,0,0,0,0,299,301,300,300,33300,0.019,2,False
9.425,0.0,-0.0,-0.002,0.002,0.002,0.001,0.001,0.003,0.002,0,0,0,0,299,301,300,300,33400,0.015,2,False
9.448,0.0,-0.0,-0.002,0.002,0.002,0.001,0.002,0.003,0.002,0,0,0,0,299,301,300,300,33500,0.02,2,False
9.465,0.0,-0.0,-0.002,0.002,0.002,0.001,0.002,0.003,0.002,0,0,0,0,299,301,300,300,33600,0.023,2,False
9.488,0.0,-0.0,-0.002,0.002,0.002,0.001,0.002,0.003,0.002,0,0,0,0,298,300,300,300,33700,0.017,2,False
9.512,0.0,-0.0,-0.002,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,300,300,300,33800,0.022,2,False
9.535,0.0,-0.0,-0.002,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,299,301,300,300,33900,0.024,2,False
9.558,0.0,-0.0,-0.002,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,299,300,300,300,34000,0.023,2,False
9.581,0.0,-0.0,-0.002,0.002,0.001,0.0,0.001,0.002,0.001,0,0,0,0,299,301,300,300,34100,0.023,2,False
9.607,0.0,-0.0,-0.002,0.002,0.002,0.0,0.002,0.002,0.002,0,0,0,0,298,300,300,300,34200,0.023,2,False
9.629,0.0,-0.0,-0.002,0.002,0.002,0.001,0.001,0.002,0.002,0,0,0,0,298,300,300,300,34300,0.026,2,False
9.664,0.0,-0.0,-0.002,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,298,300,300,300,34400,0.022,2,False
9.687,0.0,-0.0,-0.002,0.002,0.002,0.001,0.002,0.003,0.002,0,0,0,0,298,300,300,300,34500,0.036,2,False
9.729,0.0,-0.0,-0.002,0.002,0.002,0.001,0.001,0.002,0.002,0,0,0,0,298,300,300,300,34600,0.022,2,False
9.752,0.0,-0.0,-0.002,0.002,0.002,0.0,0.001,0.002,0.002,0,0,0,0,298,301,300,300,34700,0.042,2,False
9.779,0.0,-0.0,-0.002,0.002,0.002,-0.0,0.001,0.001,0.002,0,0,0,0,298,301,300,300,34800,0.023,2,False
9.802,0.0,-0.0,-0.002,0.002,0.002,-0.0,0.001,0.001,0.002,0,0,0,0,298,301,300,300,34900,0.027,2,False
9.827,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.002,0.001,0.002,0,0,0,0,298,302,300,300,35000,0.023,2,False
9.854,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,298,302,300,300,35100,0.025,2,False
9.88,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.002,0.001,0.002,0,0,0,0,298,302,300,300,35200,0.027,2,False
9.904,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.002,0.001,0.002,0,0,0,0,298,301,300,300,35300,0.027,2,False
9.929,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.002,0.001,0.002,0,0,0,0,298,302,300,300,35400,0.023,2,False
9.954,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,298,302,300,300,35500,0.025,2,False
9.978,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,298,302,300,300,35600,0.025,2,False
10.022,0.0,-0.0,-0.002,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,298,301,300,300,35700,0.024,2,False
10.047,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,298,301,300,300,35800,0.043,2,False
10.071,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.001,0.001,0.002,0,0,0,0,298,301,300,300,35900,0.025,2,False
10.093,0.0,-0.0,-0.002,0.002,0.002,0.0,0.001,0.002,0.002,0,0,0,0,299,301,300,300,36000,0.024,2,False
10.118,0.0,-0.0,-0.002,0.002,0.002,0.0,0.001,0.002,0.002,0,0,0,0,298,301,300,300,36100,0.023,2,False
10.142,0.0,-0.0,-0.001,0.001,0.002,-0.0,0.001,0.001,0.002,0,0,0,0,298,301,300,300,36200,0.024,2,False
10.168,0.0,-0.0,-0.002,0.001,0.002,-0.0,0.001,0.001,0.002,0,0,0,0,299,301,300,300,36300,0.024,2,False
10.196,0.0,-0.0,-0.002,0.001,0.002,-0.0,0.001,0.001,0.002,0,0,0,0,299,301,300,300,36400,0.026,2,False
10.218,0.0,-0.0,-0.002,0.001,0.001,-0.0,0.001,0.001,0.002,0,0,0,0,299,301,300,300,36500,0.028,2,False
10.253,0.0,-0.0,-0.002,0.001,0.001,-0.0,0.001,0.001,0.002,0,0,0,0,299,301,300,300,36600,0.022,2,False
10.295,0.0,-0.0,-0.002,0.001,0.001,-0.0,0.001,0.001,0.002,0,0,0,0,299,301,300,300,36700,0.035,2,False
10.326,0.0,-0.0,-0.002,0.001,0.002,0.0,0.001,0.002,0.002,0,0,0,0,299,301,300,300,36800,0.042,2,False
10.349,0.0,-0.0,-0.002,0.002,0.002,0.0,0.001,0.002,0.002,0,0,0,0,298,301,300,300,36900,0.033,2,False
10.375,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.002,0.001,0.003,0,0,0,0,298,301,300,300,37000,0.022,2,False
10.422,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.002,0.001,0.002,0,0,0,0,298,301,300,300,37100,0.026,2,False
10.443,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.002,0.001,0.002,0,0,0,0,298,302,300,300,37200,0.046,2,False
10.461,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.002,0.001,0.002,0,0,0,0,298,302,300,300,37300,0.021,2,False
10.479,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,298,302,300,300,37400,0.018,2,False
10.499,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,298,302,300,300,37500,0.018,2,False
10.522,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,298,302,300,300,37600,0.02,2,False
10.545,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,298,301,300,300,37700,0.024,2,False
10.567,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,297,301,300,300,37800,0.022,2,False
10.591,0.0,-0.0,-0.002,0.002,0.002,-0.001,0.002,0.001,0.002,0,0,0,0,297,301,300,300,37900,0.022,2,False
10.635,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,297,301,300,300,38000,0.025,2,False
10.661,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,297,302,300,300,38100,0.044,2,False
10.682,0.0,-0.0,-0.001,0.001,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,297,301,300,300,38200,0.026,2,False
10.708,0.0,-0.0,-0.001,0.001,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,298,301,300,300,38300,0.021,2,False
10.734,0.0,-0.0,-0.001,0.001,0.002,-0.001,0.001,0.0,0.002,0,0,0,0,298,302,300,300,38400,0.026,2,False
10.76,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.0,0.002,0,0,0,0,298,302,300,300,38500,0.027,2,False
10.78,0.0,-0.0,-0.001,0.001,0.002,-0.001,0.001,0.0,0.002,0,0,0,0,298,302,300,300,38600,0.025,2,False
10.804,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.001,0.002,0,0,0,0,298,301,300,300,38700,0.02,2,False
10.832,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.0,0.002,0,0,0,0,297,301,300,300,38800,0.024,2,False
10.857,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,0.0,0.002,0,0,0,0,297,301,300,300,38900,0.028,2,False
10.879,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,-0.0,0.002,0,0,0,0,297,302,300,300,39000,0.025,2,False
10.901,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,-0.0,0.002,0,0,0,0,297,302,300,300,39100,0.022,2,False
10.923,0.0,-0.0,-0.001,0.002,0.002,-0.002,0.002,-0.0,0.002,0,0,0,0,297,302,300,300,39200,0.022,2,False
10.95,0.0,-0.0,-0.001,0.002,0.002,-0.002,0.001,-0.0,0.002,0,0,0,0,297,302,300,300,39300,0.023,2,False
10.974,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.001,-0.0,0.002,0,0,0,0,297,302,300,300,39400,0.026,2,False
10.999,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,-0.0,0.002,0,0,0,0,297,302,300,300,39500,0.024,2,False
11.025,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,-0.0,0.002,0,0,0,0,297,302,300,300,39600,0.025,2,False
11.048,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,297,302,300,300,39700,0.026,2,False
11.072,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,298,301,300,300,39800,0.023,2,False
11.094,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,298,302,300,300,39900,0.024,2,False
11.122,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,298,301,300,300,40000,0.022,2,False
11.146,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,297,301,300,300,40100,0.03,2,False
11.169,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,297,301,300,300,40200,0.023,2,False
11.192,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,40300,0.022,2,False
11.215,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.001,0.001,0.002,0,0,0,0,298,301,300,300,40400,0.024,2,False
11.237,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,298,301,300,300,40500,0.022,2,False
11.26,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,297,301,300,300,40600,0.022,2,False
11.282,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,40700,0.023,2,False
11.305,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,40800,0.022,2,False
11.333,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,298,301,300,300,40900,0.024,2,False
11.36,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.002,0.0,0.002,0,0,0,0,298,301,300,300,41000,0.027,2,False
11.385,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,297,301,300,300,41100,0.027,2,False
11.407,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,297,301,300,300,41200,0.024,2,False
11.428,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,298,301,300,300,41300,0.022,2,False
11.449,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,298,301,300,300,41400,0.021,2,False
11.469,0.0,-0.0,-0.001,0.002,0.002,-0.0,0.002,0.0,0.002,0,0,0,0,298,301,300,300,41500,0.021,2,False
11.488,0.0,-0.0,-0.001,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,297,301,300,300,41600,0.02,2,False
11.51,0.0,-0.001,0.0,0.001,0.002,-0.002,0.001,-0.001,0.002,0,0,0,0,296,303,300,300,41700,0.022,2,True
11.534,0.0,-0.001,0.0,0.001,0.002,-0.002,0.001,-0.001,0.002,0,0,0,0,297,303,300,300,41800,0.019,2,True
11.577,0.0,-0.001,0.0,0.001,0.002,-0.002,0.001,-0.001,0.002,0,0,0,0,297,303,300,300,41900,0.024,2,True
11.6,0.0,-0.001,0.0,0.001,0.002,-0.001,0.001,-0.0,0.002,0,0,0,0,297,302,300,300,42000,0.043,2,True
11.641,0.0,-0.001,0.0,0.001,0.002,-0.001,0.001,-0.0,0.002,0,0,0,0,297,301,300,300,42100,0.023,2,True
11.674,0.0,-0.001,0.0,0.002,0.002,-0.001,0.001,0.0,0.002,0,0,0,0,297,301,300,300,42200,0.041,2,True
11.714,0.0,-0.001,0.0,0.002,0.002,-0.001,0.002,-0.0,0.002,0,0,0,0,297,301,300,300,42300,0.032,2,True
11.738,0.0,-0.001,0.0,0.002,0.002,-0.001,0.002,-0.0,0.002,0,0,0,0,297,302,300,300,42400,0.041,2,True
11.765,0.0,-0.001,0.0,0.002,0.002,-0.001,0.001,-0.0,0.002,0,0,0,0,297,302,300,300,42500,0.024,2,True
11.789,0.0,-0.001,0.0,0.001,0.002,-0.001,0.001,0.0,0.002,0,0,0,0,297,301,300,300,42600,0.027,2,True
11.818,0.0,-0.001,0.0,0.001,0.002,0.0,0.001,0.001,0.002,0,0,0,0,297,300,300,300,42700,0.024,2,True
11.842,0.0,-0.001,0.0,0.001,0.002,-0.0,0.001,0.0,0.001,0,0,0,0,298,301,300,300,42800,0.029,2,True
11.862,0.0,-0.001,0.0,0.001,0.001,-0.001,0.001,0.0,0.001,0,0,0,0,298,301,300,300,42900,0.024,2,True
11.908,0.0,-0.001,0.0,0.001,0.002,-0.001,0.001,-0.0,0.002,0,0,0,0,297,302,300,300,43000,0.02,2,True
11.93,0.0,-0.001,0.0,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,297,301,300,300,43100,0.046,2,True
11.958,0.0,-0.001,0.0,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,297,301,300,300,43200,0.022,2,True
11.986,0.0,-0.001,0.0,0.002,0.002,-0.0,0.002,0.0,0.002,0,0,0,0,297,301,300,300,43300,0.03,2,True
12.012,0.0,-0.001,0.0,0.002,0.002,-0.0,0.002,0.0,0.002,0,0,0,0,297,301,300,300,43400,0.027,2,True
12.042,0.0,-0.001,0.0,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,296,301,300,300,43500,0.026,2,True
12.063,0.0,-0.001,0.0,0.002,0.003,-0.001,0.002,-0.0,0.002,0,0,0,0,296,301,300,300,43600,0.03,2,True
12.091,0.0,-0.001,0.0,0.002,0.003,-0.0,0.002,0.0,0.003,0,0,0,0,296,301,300,300,43700,0.021,2,True
12.122,0.0,-0.001,0.0,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,43800,0.028,2,True
12.146,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,43900,0.031,2,True
12.172,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,44000,0.024,2,True
12.194,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,299,300,300,44100,0.026,2,True
12.226,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,44200,0.022,2,True
12.271,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,296,299,300,300,44300,0.032,2,True
12.297,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,44400,0.045,2,True
12.362,0.0,-0.001,0.0,0.002,0.002,-0.0,0.002,0.0,0.002,0,0,0,0,296,301,300,300,44500,0.026,2,True
12.386,0.0,-0.001,0.0,0.002,0.002,-0.0,0.002,0.0,0.002,0,0,0,0,297,301,300,300,44600,0.064,2,True
12.411,0.0,-0.001,0.0,0.002,0.002,-0.001,0.002,0.0,0.002,0,0,0,0,297,301,300,300,44700,0.024,2,True
12.469,0.0,-0.001,0.0,0.002,0.002,-0.001,0.002,-0.001,0.002,0,0,0,0,296,302,300,300,44800,0.025,2,True
12.489,0.0,-0.001,0.0,0.002,0.002,-0.001,0.002,-0.0,0.002,0,0,0,0,296,301,300,300,44900,0.058,2,True
12.507,0.0,-0.001,0.0,0.002,0.002,-0.001,0.002,-0.0,0.002,0,0,0,0,297,301,300,300,45000,0.02,2,True
12.527,0.0,-0.001,0.0,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,296,300,300,300,45100,0.018,2,True
12.567,0.0,-0.001,0.0,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,296,300,300,300,45200,0.02,2,True
12.591,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,45300,0.04,2,True
12.613,0.0,-0.001,0.0,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,45400,0.024,2,True
12.635,0.0,-0.001,0.0,0.002,0.002,-0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,45500,0.022,2,True
12.659,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,296,300,300,300,45600,0.022,2,True
12.685,0.0,-0.001,0.0,0.002,0.003,0.0,0.002,0.001,0.002,0,0,0,0,296,300,300,300,45700,0.024,2,True
12.713,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,300,300,300,45800,0.026,2,True
12.735,0.0,-0.001,0.0,0.002,0.003,-0.0,0.002,0.001,0.002,0,0,0,0,296,300,300,300,45900,0.028,2,True
12.764,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,296,300,300,300,46000,0.022,2,True
12.788,0.0,-0.001,0.0,0.002,0.002,0.0,0.002,0.001,0.002,0,0,0,0,297,299,300,300,46100,0.029,2,True
12.836,0.0,-0.001,0.0,0.001,0.002,0.0,0.001,0.001,0.002,0,0,0,0,297,300,300,300,46200,0.024,2,True
12.862,0.0,-0.001,0.0,0.001,0.002,0.0,0.001,0.001,0.002,0,0,0,0,297,300,300,300,46300,0.048,2,True
12.885,0.0,-0.001,0.0,0.002,0.002,-0.0,0.001,0.001,0.002,0,0,0,0,297,300,300,300,46400,0.026,2,True
